FILENAME	CLIENT  OPERATOR	SENDER	RECIPIENT	STATUS DESCRIPTION	RECEIVED DATE	RECEIVED TIME	FILE TYPE	FILE SIZE  (BYTES)	TOTAL RECORD COUNT	REJECTED RECORD COUNT	MERGED RECORD COUNT	PARKED RECORD COUNT	FINAL RECORD COUNT	ORIGINAL CHARGE (TAP CURRENCY)	ORIGINAL CHARGE  (LOCAL CURRENCY)	ORIGINAL REJECTED CHARGE  (TAP CURRENCY)	ORIGINAL REJECTED CHARGE  (LOCAL CURRENCY)	CALCULATED CHARGE  (TAP CURRENCY)	CALCULATED CHARGE  (LOCAL CURRENCY)	MERGED CHARGES (TAP CURRENCY)	MERGED CHARGES  (LOCAL CURRENCY)	FINAL CHARGE  (TAP CURRENCY)	FINAL CHARGE  (LOCAL CURRENCY)	TAX  (TAP CURRENCY)	TAX  (LOCAL CURRENCY)	TAX REJECT  (TAP CURRENCY)	TAX REJECT  (LOCAL CURRENCY)	FINAL PROCESSED DATE	FINAL PROCESSED TIME	ERROR DESCRIPTION	TAP/RAP FILENAME	FILE  CURRENCY	LOCAL  CURRENCY	FIRST CALL DATE	FIRST CALL TIME	LAST CALL DATE	LAST CALL TIME
CDUSASGUSAUD55304	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:12	TI	7250423	25000	0	0	0	25000	788.94613	788.94613	0	0	0	0	0	0	788.95999	788.95999	0	0	0	0	1-Apr-17	0:47:26	-	-	USD	USD	31-Mar-17	7:00:42	31-Mar-17	18:52:57
CDUSASGUSAUD55306	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:12	TI	7237854	25000	0	0	0	25000	724.97292	724.97292	0	0	0	0	0	0	724.98587	724.98587	0	0	0	0	1-Apr-17	0:47:31	-	-	USD	USD	31-Mar-17	6:57:46	31-Mar-17	18:53:07
CDUSASGUSAUD55305	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:12	TI	7234959	25000	0	0	0	25000	538.32509	538.32509	0	0	0	0	0	0	538.3385	538.3385	0	0	0	0	1-Apr-17	0:47:53	-	-	USD	USD	31-Mar-17	7:01:34	31-Mar-17	18:55:57
CDUSASGUSAUD55303	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:12	TI	7243533	25000	0	0	0	25000	397.10653	397.10653	0	0	0	0	0	0	397.12022	397.12022	0	0	0	0	1-Apr-17	0:47:53	-	-	USD	USD	31-Mar-17	6:58:52	31-Mar-17	18:53:28
CDUSASGUSAUD55308	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:12	TI	7230508	24999	0	0	0	24999	852.20987	852.20987	0	0	0	0	0	0	852.22378	852.22378	0	0	0	0	1-Apr-17	0:47:53	-	-	USD	USD	31-Mar-17	6:58:08	31-Mar-17	18:54:30
CDUSASGUSAUD55399	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:08	TI	7269118	25000	0	0	0	25000	573.67643	573.67643	0	0	0	0	0	0	573.69056	573.69056	0	0	0	0	1-Apr-17	18:45:36	-	-	USD	USD	1-Apr-17	0:58:50	1-Apr-17	12:54:29
CDUSASGUSAUD55397	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:08	TI	7258726	25000	0	0	0	25000	853.45158	853.45158	0	0	0	0	0	0	853.46615	853.46615	0	0	0	0	1-Apr-17	18:45:30	-	-	USD	USD	1-Apr-17	1:01:49	1-Apr-17	12:53:19
CDUSASGUSAUD55395	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:08	TI	7257418	25000	0	0	0	25000	924.96584	924.96584	0	0	0	0	0	0	924.97967	924.97967	0	0	0	0	1-Apr-17	18:45:39	-	-	USD	USD	1-Apr-17	0:55:56	1-Apr-17	12:52:58
CDUSASGUSAUD55398	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:08	TI	7260372	25000	0	0	0	25000	676.24422	676.24422	0	0	0	0	0	0	676.25655	676.25655	0	0	0	0	1-Apr-17	18:45:40	-	-	USD	USD	1-Apr-17	0:55:26	1-Apr-17	12:54:41
CDUSASGUSAUD55396	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:08	TI	7261388	25000	0	0	0	25000	733.24832	733.24832	0	0	0	0	0	0	733.2632	733.2632	0	0	0	0	1-Apr-17	18:45:50	-	-	USD	USD	1-Apr-17	0:54:31	1-Apr-17	12:54:09
CDUSASGUSAUD55394	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:08	TI	7266189	25000	0	0	0	25000	776.96079	776.96079	0	0	0	0	0	0	776.97439	776.97439	0	0	0	0	1-Apr-17	18:45:56	-	-	USD	USD	1-Apr-17	0:55:59	1-Apr-17	12:54:57
CDUSASGUSAUD55363	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:02	TI	7243983	25000	0	0	0	25000	851.15544	851.15544	0	0	0	0	0	0	851.16965	851.16965	0	0	0	0	1-Apr-17	7:13:49	-	-	USD	USD	31-Mar-17	12:52:01	1-Apr-17	0:52:16
CDUSASGUSAUD55362	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:02	TI	7234565	25000	0	0	0	25000	857.30653	857.30653	0	0	0	0	0	0	857.32036	857.32036	0	0	0	0	1-Apr-17	7:13:50	-	-	USD	USD	31-Mar-17	12:51:57	1-Apr-17	0:54:00
CDUSASGUSAUD55361	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:02	TI	7236242	25000	0	0	0	25000	833.96023	833.96023	0	0	0	0	0	0	833.9737	833.9737	0	0	0	0	1-Apr-17	7:13:57	-	-	USD	USD	31-Mar-17	12:52:39	1-Apr-17	0:53:40
CDUSASGUSAUD55360	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:02	TI	7237494	25000	0	0	0	25000	"1,031.55"	"1,031.55"	0	0	0	0	0	0	"1,031.56"	"1,031.56"	0	0	0	0	1-Apr-17	7:13:51	-	-	USD	USD	31-Mar-17	12:52:13	1-Apr-17	0:52:26
CDUSASGUSAUD55354	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:02	TI	7233864	25000	0	0	0	25000	881.55035	881.55035	0	0	0	0	0	0	881.5641	881.5641	0	0	0	0	1-Apr-17	7:13:58	-	-	USD	USD	31-Mar-17	12:56:33	1-Apr-17	0:52:27
CDUSASGUSAUD55359	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:02	TI	7250404	25000	0	0	0	25000	679.43455	679.43455	0	0	0	0	0	0	679.44899	679.44899	0	0	0	0	1-Apr-17	7:13:57	-	-	USD	USD	31-Mar-17	12:56:50	1-Apr-17	0:54:07
CDUSASGUSAUD55358	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:02	TI	7237458	25000	0	0	0	25000	899.69699	899.69699	0	0	0	0	0	0	899.7109	899.7109	0	0	0	0	1-Apr-17	7:13:59	-	-	USD	USD	31-Mar-17	12:52:03	1-Apr-17	0:52:45
CDUSASGUSAUD55364	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:02	TI	7228225	25000	0	0	0	25000	873.86205	873.86205	0	0	0	0	0	0	873.87576	873.87576	0	0	0	0	1-Apr-17	7:14:08	-	-	USD	USD	31-Mar-17	12:55:39	1-Apr-17	0:51:23
CDUSASGUSAUD55357	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:02	TI	7235932	25000	0	0	0	25000	789.657	789.657	0	0	0	0	0	0	789.67027	789.67027	0	0	0	0	1-Apr-17	7:14:07	-	-	USD	USD	31-Mar-17	12:54:20	1-Apr-17	0:52:10
CDUSASGUSAUD55356	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:02	TI	7236343	25000	0	0	0	25000	863.40539	863.40539	0	0	0	0	0	0	863.41972	863.41972	0	0	0	0	1-Apr-17	7:14:07	-	-	USD	USD	31-Mar-17	12:53:16	1-Apr-17	0:52:58
CDUSASGUSAUD55352	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:03	TI	7231955	25000	0	0	0	25000	"1,028.28"	"1,028.28"	0	0	0	0	0	0	"1,028.30"	"1,028.30"	0	0	0	0	1-Apr-17	7:16:11	-	-	USD	USD	31-Mar-17	12:51:49	1-Apr-17	0:55:17
CDUSASGUSAUD55387	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:08	TI	7257434	25000	0	0	0	25000	607.18934	607.18934	0	0	0	0	0	0	607.20286	607.20286	0	0	0	0	1-Apr-17	18:45:42	-	-	USD	USD	1-Apr-17	0:57:05	1-Apr-17	12:53:49
CDUSASGUSAUD55391	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:09	TI	7263094	25000	0	0	0	25000	831.92503	831.92503	0	0	0	0	0	0	831.93784	831.93784	0	0	0	0	1-Apr-17	18:45:52	-	-	USD	USD	1-Apr-17	0:52:43	1-Apr-17	12:54:43
CDUSASGUSAUD55390	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:09	TI	7267907	25000	0	0	0	25000	955.82354	955.82354	0	0	0	0	0	0	955.83767	955.83767	0	0	0	0	1-Apr-17	18:45:49	-	-	USD	USD	1-Apr-17	0:54:30	1-Apr-17	12:53:53
CDUSASGUSAUD55389	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:09	TI	7266174	25000	0	0	0	25000	908.76593	908.76593	0	0	0	0	0	0	908.77965	908.77965	0	0	0	0	1-Apr-17	18:46:03	-	-	USD	USD	1-Apr-17	0:53:59	1-Apr-17	12:54:42
CDUSASGUSAUD55388	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:09	TI	7257582	25000	0	0	0	25000	908.99785	908.99785	0	0	0	0	0	0	909.01211	909.01211	0	0	0	0	1-Apr-17	18:48:28	-	-	USD	USD	1-Apr-17	0:56:07	1-Apr-17	12:55:31
CDUSASGUSAUD55385	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:09	TI	7264260	25000	0	0	0	25000	"1,011.23"	"1,011.23"	0	0	0	0	0	0	"1,011.24"	"1,011.24"	0	0	0	0	1-Apr-17	18:48:31	-	-	USD	USD	1-Apr-17	0:53:33	1-Apr-17	12:53:07
CDUSASGUSAUD55393	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:09	TI	7258049	25000	0	0	0	25000	684.23019	684.23019	0	0	0	0	0	0	684.24393	684.24393	0	0	0	0	1-Apr-17	18:48:31	-	-	USD	USD	1-Apr-17	0:56:05	1-Apr-17	12:55:00
CDUSASGUSAUD55392	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:09	TI	7265214	25000	0	0	0	25000	552.11598	552.11598	0	0	0	0	0	0	552.12947	552.12947	0	0	0	0	1-Apr-17	18:48:31	-	-	USD	USD	1-Apr-17	0:52:34	1-Apr-17	12:54:13
CDUSASGUSAUD55384	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:09	TI	7259810	25000	0	0	0	25000	615.70971	615.70971	0	0	0	0	0	0	615.72375	615.72375	0	0	0	0	1-Apr-17	18:48:32	-	-	USD	USD	1-Apr-17	0:56:48	1-Apr-17	12:54:56
CDUSASGUSAUD55382	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:09	TI	7271121	25000	0	0	0	25000	755.82893	755.82893	0	0	0	0	0	0	755.84216	755.84216	0	0	0	0	1-Apr-17	18:48:43	-	-	USD	USD	1-Apr-17	0:59:17	1-Apr-17	12:54:22
CDUSASGUSAUD55386	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:10	TI	7257887	25000	0	0	0	25000	911.14808	911.14808	0	0	0	0	0	0	911.16233	911.16233	0	0	0	0	1-Apr-17	18:48:42	-	-	USD	USD	1-Apr-17	0:52:46	1-Apr-17	12:53:14
CDUSASGUSAUD55383	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:10	TI	7255017	25000	0	0	0	25000	928.42666	928.42666	0	0	0	0	0	0	928.43997	928.43997	0	0	0	0	1-Apr-17	18:49:02	-	-	USD	USD	1-Apr-17	0:56:50	1-Apr-17	12:54:19
CDUSASGUSAUD55381	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:10	TI	7260821	25000	0	0	0	25000	937.53798	937.53798	0	0	0	0	0	0	937.5516	937.5516	0	0	0	0	1-Apr-17	18:49:03	-	-	USD	USD	1-Apr-17	0:56:51	1-Apr-17	12:53:52
CDUSASGUSAUD55380	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	18:42:10	TI	7255058	25000	0	0	0	25000	798.30762	798.30762	0	0	0	0	0	0	798.32158	798.32158	0	0	0	0	1-Apr-17	18:49:02	-	-	USD	USD	1-Apr-17	1:00:06	1-Apr-17	12:53:43
CDUSASGUSAUD55353	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:03	TI	7235361	25000	0	0	0	25000	929.52414	929.52414	0	0	0	0	0	0	929.53766	929.53766	0	0	0	0	1-Apr-17	7:16:09	-	-	USD	USD	31-Mar-17	12:55:42	1-Apr-17	0:50:40
CDUSASGUSAUD55366	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:03	TI	7216673	25000	0	0	0	25000	"1,032.17"	"1,032.17"	0	0	0	0	0	0	"1,032.19"	"1,032.19"	0	0	0	0	1-Apr-17	7:16:47	-	-	USD	USD	31-Mar-17	12:55:28	1-Apr-17	0:50:18
CDUSASGUSAUD55365	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:03	TI	7220175	25000	0	0	0	25000	974.37313	974.37313	0	0	0	0	0	0	974.38652	974.38652	0	0	0	0	1-Apr-17	7:16:52	-	-	USD	USD	31-Mar-17	12:53:02	1-Apr-17	0:46:24
CDUSASGUSAUD55355	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:03	TI	7224381	24999	0	0	0	24999	793.63409	793.63409	0	0	0	0	0	0	793.64804	793.64804	0	0	0	0	1-Apr-17	7:16:06	-	-	USD	USD	31-Mar-17	12:52:11	1-Apr-17	0:53:58
CDUSASGUSAUD55367	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	7:12:03	TI	7227721	25000	0	0	0	25000	971.79315	971.79315	0	0	0	0	0	0	971.80692	971.80692	0	0	0	0	1-Apr-17	7:16:48	-	-	USD	USD	31-Mar-17	12:55:56	1-Apr-17	0:52:20
CDUSAW6USAUD03747	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	23:22:02	TI	32633396	100000	0	0	0	100000	"4,069.83"	"4,069.83"	0	0	0	0	0	0	"4,069.83"	"4,069.83"	0	0	0	0	1-Apr-17	23:31:00	-	-	USD	USD	17-Mar-17	11:52:05	31-Mar-17	10:27:09
CDUSAW6USAUD03750	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	23:22:02	TI	32652046	100000	0	0	0	100000	"4,515.45"	"4,515.45"	0	0	0	0	0	0	"4,515.45"	"4,515.45"	0	0	0	0	1-Apr-17	23:31:12	-	-	USD	USD	16-Mar-17	9:46:25	31-Mar-17	13:27:38
CDUSAW6USAUD03748	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	23:22:02	TI	32643340	100000	0	0	0	100000	"4,386.95"	"4,386.95"	0	0	0	0	0	0	"4,386.95"	"4,386.95"	0	0	0	0	1-Apr-17	23:31:02	-	-	USD	USD	18-Mar-17	14:56:40	31-Mar-17	11:27:39
CDUSAW6USAUD03756	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	23:22:03	TI	32655669	100000	0	0	0	100000	"4,719.45"	"4,719.45"	0	0	0	0	0	0	"4,719.45"	"4,719.45"	0	0	0	0	1-Apr-17	23:31:15	-	-	USD	USD	19-Mar-17	20:33:13	31-Mar-17	18:38:56
CDUSAW6USAUD03749	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	23:22:03	TI	32647791	100000	0	0	0	100000	"4,436.76"	"4,436.76"	0	0	0	0	0	0	"4,436.76"	"4,436.76"	0	0	0	0	1-Apr-17	23:31:04	-	-	USD	USD	16-Mar-17	14:25:38	31-Mar-17	12:28:33
CDUSAW6USAUD03757	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	23:22:03	TI	32660814	100000	0	0	0	100000	"4,958.55"	"4,958.55"	0	0	0	0	0	0	"4,958.55"	"4,958.55"	0	0	0	0	1-Apr-17	23:31:13	-	-	USD	USD	21-Mar-17	8:47:38	31-Mar-17	19:37:55
CDUSAW6USAUD03761	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	23:22:03	TI	353959	1072	0	0	0	1072	61.94	61.94	0	0	0	0	0	0	61.94	61.94	0	0	0	0	1-Apr-17	23:22:49	-	-	USD	USD	30-Mar-17	22:27:48	1-Apr-17	4:26:30
CDUSAW6USAUD03758	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	23:22:03	TI	32667743	100000	0	0	0	100000	"5,197.16"	"5,197.16"	0	0	0	0	0	0	"5,197.16"	"5,197.16"	0	0	0	0	1-Apr-17	23:31:15	-	-	USD	USD	17-Mar-17	23:26:10	31-Mar-17	20:48:33
CDUSAW6USAUD03755	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	23:22:03	TI	32653971	100000	0	0	0	100000	"4,473.70"	"4,473.70"	0	0	0	0	0	0	"4,473.70"	"4,473.70"	0	0	0	0	1-Apr-17	23:31:16	-	-	USD	USD	27-Mar-17	15:11:12	31-Mar-17	17:47:55
CDUSASGUSAUD55462	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	6:42:02	TI	7243567	25000	0	0	0	25000	"1,286.74"	"1,286.74"	0	0	0	0	0	0	"1,286.75"	"1,286.75"	0	0	0	0	2-Apr-17	6:44:47	-	-	USD	USD	1-Apr-17	12:56:21	2-Apr-17	0:54:23
CDUSASGUSAUD55477	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	6:42:02	TI	7228381	25000	0	0	0	25000	"1,209.46"	"1,209.46"	0	0	0	0	0	0	"1,209.47"	"1,209.47"	0	0	0	0	2-Apr-17	6:44:21	-	-	USD	USD	1-Apr-17	12:55:24	2-Apr-17	0:47:01
CDUSASGUSAUD55479	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	6:42:03	TI	7231818	25000	0	0	0	25000	955.45013	955.45013	0	0	0	0	0	0	955.46409	955.46409	0	0	0	0	2-Apr-17	6:44:23	-	-	USD	USD	1-Apr-17	12:52:40	2-Apr-17	0:55:25
CDUSASGUSAUD55468	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	6:42:03	TI	7235220	25000	0	0	0	25000	757.72105	757.72105	0	0	0	0	0	0	757.7344	757.7344	0	0	0	0	2-Apr-17	6:44:29	-	-	USD	USD	1-Apr-17	12:52:42	2-Apr-17	0:53:16
CDUSASGUSAUD55476	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	6:42:03	TI	7236067	25000	0	0	0	25000	"1,042.96"	"1,042.96"	0	0	0	0	0	0	"1,042.97"	"1,042.97"	0	0	0	0	2-Apr-17	6:44:41	-	-	USD	USD	1-Apr-17	12:56:50	2-Apr-17	0:49:16
CDUSASGUSAUD55470	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	6:42:03	TI	7227792	25000	0	0	0	25000	"1,147.33"	"1,147.33"	0	0	0	0	0	0	"1,147.34"	"1,147.34"	0	0	0	0	2-Apr-17	6:44:41	-	-	USD	USD	1-Apr-17	12:54:19	2-Apr-17	0:51:47
CDUSASGUSAUD55478	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	6:42:03	TI	7228382	25000	0	0	0	25000	"1,189.53"	"1,189.53"	0	0	0	0	0	0	"1,189.55"	"1,189.55"	0	0	0	0	2-Apr-17	6:44:36	-	-	USD	USD	1-Apr-17	12:57:25	2-Apr-17	0:53:49
CDUSASGUSAUD55471	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	6:42:03	TI	7246196	25000	0	0	0	25000	"1,200.31"	"1,200.31"	0	0	0	0	0	0	"1,200.33"	"1,200.33"	0	0	0	0	2-Apr-17	6:44:37	-	-	USD	USD	1-Apr-17	12:58:40	2-Apr-17	0:54:06
CDUSAW6USAUD03731	USAUD	USAW6	USAUD	File Pushed Successfully	31-Mar-17	23:27:09	TI	32635631	100000	0	0	0	100000	"3,962.45"	"3,962.45"	0	0	0	0	0	0	"3,962.45"	"3,962.45"	0	0	0	0	31-Mar-17	23:39:31	-	-	USD	USD	16-Mar-17	13:34:32	30-Mar-17	10:23:19
CDUSAW6USAUD03730	USAUD	USAW6	USAUD	File Pushed Successfully	31-Mar-17	23:27:09	TI	32624292	100000	0	0	0	100000	"3,669.29"	"3,669.29"	0	0	0	0	0	0	"3,669.29"	"3,669.29"	0	0	0	0	31-Mar-17	23:39:25	-	-	USD	USD	18-Mar-17	13:40:01	30-Mar-17	8:56:57
CDUSAW6USAUD03729	USAUD	USAW6	USAUD	File Pushed Successfully	31-Mar-17	23:27:09	TI	32600071	100000	0	0	0	100000	"4,175.03"	"4,175.03"	0	0	0	0	0	0	"4,175.03"	"4,175.03"	0	0	0	0	31-Mar-17	23:38:53	-	-	USD	USD	17-Mar-17	11:33:27	30-Mar-17	7:26:34
CDUSAW6USAUD03732	USAUD	USAW6	USAUD	File Pushed Successfully	31-Mar-17	23:27:10	TI	32634284	100000	0	0	0	100000	"4,125.55"	"4,125.55"	0	0	0	0	0	0	"4,125.55"	"4,125.55"	0	0	0	0	31-Mar-17	23:39:55	-	-	USD	USD	16-Mar-17	7:11:21	30-Mar-17	11:25:51
CDUSASGUSAUD55472	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	6:42:03	TI	7233733	25000	0	0	0	25000	"1,324.79"	"1,324.79"	0	0	0	0	0	0	"1,324.81"	"1,324.81"	0	0	0	0	2-Apr-17	6:44:35	-	-	USD	USD	1-Apr-17	12:54:46	2-Apr-17	0:52:00
CDUSASGUSAUD55469	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	6:42:03	TI	7226904	25000	0	0	0	25000	"1,143.39"	"1,143.39"	0	0	0	0	0	0	"1,143.41"	"1,143.41"	0	0	0	0	2-Apr-17	6:44:41	-	-	USD	USD	1-Apr-17	13:01:51	2-Apr-17	0:51:21
CDUSASGUSAUD55475	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	6:42:03	TI	7229262	25000	0	0	0	25000	926.91884	926.91884	0	0	0	0	0	0	926.93333	926.93333	0	0	0	0	2-Apr-17	6:46:31	-	-	USD	USD	1-Apr-17	12:54:13	2-Apr-17	0:51:25
CDUSASGUSAUD55474	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	6:42:03	TI	7237294	25000	0	0	0	25000	834.42561	834.42561	0	0	0	0	0	0	834.43866	834.43866	0	0	0	0	2-Apr-17	6:46:34	-	-	USD	USD	1-Apr-17	12:57:45	2-Apr-17	0:55:29
CDUSASGUSAUD55473	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	6:42:03	TI	7230591	24999	0	0	0	24999	959.16901	959.16901	0	0	0	0	0	0	959.18221	959.18221	0	0	0	0	2-Apr-17	6:46:37	-	-	USD	USD	1-Apr-17	12:55:25	2-Apr-17	0:51:25
CDUSASGUSAUD55422	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	0:37:02	TI	7235351	25000	0	0	0	25000	623.95131	623.95131	0	0	0	0	0	0	623.96451	623.96451	0	0	0	0	2-Apr-17	0:39:29	-	-	USD	USD	1-Apr-17	6:57:05	1-Apr-17	18:54:08
CDUSASGUSAUD55418	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	0:37:02	TI	7246444	25000	0	0	0	25000	987.21231	987.21231	0	0	0	0	0	0	987.22614	987.22614	0	0	0	0	2-Apr-17	0:39:52	-	-	USD	USD	1-Apr-17	6:54:55	1-Apr-17	18:54:54
CDUSASGUSAUD55424	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	0:37:02	TI	7233658	25000	0	0	0	25000	"1,003.42"	"1,003.42"	0	0	0	0	0	0	"1,003.43"	"1,003.43"	0	0	0	0	2-Apr-17	0:39:51	-	-	USD	USD	1-Apr-17	6:56:07	1-Apr-17	18:52:53
CDUSASGUSAUD55425	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	0:37:02	TI	7246706	25000	0	0	0	25000	992.87211	992.87211	0	0	0	0	0	0	992.88606	992.88606	0	0	0	0	2-Apr-17	0:39:50	-	-	USD	USD	1-Apr-17	6:52:00	1-Apr-17	18:52:38
CDUSASGUSAUD55426	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	0:37:02	TI	7253227	25000	0	0	0	25000	972.87106	972.87106	0	0	0	0	0	0	972.88423	972.88423	0	0	0	0	2-Apr-17	0:39:50	-	-	USD	USD	1-Apr-17	7:04:01	1-Apr-17	18:54:05
CDUSASGUSAUD55340	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	6:42:02	TI	7236317	25000	0	0	0	25000	"1,152.33"	"1,152.33"	0	0	0	0	0	0	"1,152.34"	"1,152.34"	0	0	0	0	1-Apr-17	6:45:10	-	-	USD	USD	31-Mar-17	12:54:33	1-Apr-17	0:53:25
CDUSASGUSAUD55341	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	6:42:02	TI	7245098	25000	0	0	0	25000	"1,165.76"	"1,165.76"	0	0	0	0	0	0	"1,165.77"	"1,165.77"	0	0	0	0	1-Apr-17	6:45:05	-	-	USD	USD	31-Mar-17	12:52:24	1-Apr-17	0:51:54
CDUSASGUSAUD55349	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	6:42:02	TI	7225537	25000	0	0	0	25000	781.88471	781.88471	0	0	0	0	0	0	781.89781	781.89781	0	0	0	0	1-Apr-17	6:44:47	-	-	USD	USD	31-Mar-17	12:57:05	1-Apr-17	0:52:56
CDUSASGUSAUD55348	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	6:42:02	TI	7240183	25000	0	0	0	25000	799.86372	799.86372	0	0	0	0	0	0	799.87817	799.87817	0	0	0	0	1-Apr-17	6:44:45	-	-	USD	USD	31-Mar-17	12:55:34	1-Apr-17	0:50:57
CDUSASGUSAUD55343	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	6:42:02	TI	7226914	25000	0	0	0	25000	"1,016.89"	"1,016.89"	0	0	0	0	0	0	"1,016.91"	"1,016.91"	0	0	0	0	1-Apr-17	6:45:08	-	-	USD	USD	31-Mar-17	12:52:02	1-Apr-17	0:48:14
CDUSASGUSAUD55339	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	6:42:02	TI	7230474	25000	0	0	0	25000	873.39013	873.39013	0	0	0	0	0	0	873.40399	873.40399	0	0	0	0	1-Apr-17	6:45:12	-	-	USD	USD	31-Mar-17	12:52:02	1-Apr-17	0:49:21
CDUSASGUSAUD55338	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	6:42:02	TI	7243168	25000	0	0	0	25000	"1,083.03"	"1,083.03"	0	0	0	0	0	0	"1,083.04"	"1,083.04"	0	0	0	0	1-Apr-17	6:45:15	-	-	USD	USD	31-Mar-17	12:54:17	1-Apr-17	0:53:12
