FILENAME	CLIENT  OPERATOR	SENDER	RECIPIENT	STATUS DESCRIPTION	RECEIVED DATE	RECEIVED TIME	FILE TYPE	FILE SIZE  (BYTES)	TOTAL RECORD COUNT	REJECTED RECORD COUNT	MERGED RECORD COUNT	PARKED RECORD COUNT	FINAL RECORD COUNT	ORIGINAL CHARGE (TAP CURRENCY)	ORIGINAL CHARGE  (LOCAL CURRENCY)	ORIGINAL REJECTED CHARGE  (TAP CURRENCY)	ORIGINAL REJECTED CHARGE  (LOCAL CURRENCY)	CALCULATED CHARGE  (TAP CURRENCY)	CALCULATED CHARGE  (LOCAL CURRENCY)	MERGED CHARGES (TAP CURRENCY)	MERGED CHARGES  (LOCAL CURRENCY)	FINAL CHARGE  (TAP CURRENCY)	FINAL CHARGE  (LOCAL CURRENCY)	TAX  (TAP CURRENCY)	TAX  (LOCAL CURRENCY)	TAX REJECT  (TAP CURRENCY)	TAX REJECT  (LOCAL CURRENCY)	FINAL PROCESSED DATE	FINAL PROCESSED TIME	ERROR DESCRIPTION	TAP/RAP FILENAME	FILE  CURRENCY	LOCAL  CURRENCY	FIRST CALL DATE	FIRST CALL TIME	LAST CALL DATE	LAST CALL TIME
CDUSASGUSAUD55463	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	6:37:03	TI	7231089	25000	0	0	0	25000	939.87896	939.87896	0	0	0	0	0	0	939.89321	939.89321	0	0	0	0	2-Apr-17	6:41:03	-	-	USD	USD	1-Apr-17	12:59:25	2-Apr-17	0:53:49
CDUSASGUSAUD55460	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	6:37:03	TI	7224858	25000	0	0	0	25000	"1,057.09"	"1,057.09"	0	0	0	0	0	0	"1,057.10"	"1,057.10"	0	0	0	0	2-Apr-17	6:40:48	-	-	USD	USD	1-Apr-17	7:24:58	2-Apr-17	0:49:00
CDUSASGUSAUD55439	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:07:02	TI	7242662	25000	0	0	0	25000	827.64977	827.64977	0	0	0	0	0	0	827.66229	827.66229	0	0	0	0	2-Apr-17	1:08:50	-	-	USD	USD	1-Apr-17	7:00:44	1-Apr-17	18:52:42
CDUSASGUSAUD55445	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:07:02	TI	7231114	25000	0	0	0	25000	793.64194	793.64194	0	0	0	0	0	0	793.6559	793.6559	0	0	0	0	2-Apr-17	1:09:04	-	-	USD	USD	1-Apr-17	6:58:54	1-Apr-17	18:55:59
CDUSASGUSAUD55446	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:07:02	TI	7253106	25000	0	0	0	25000	565.77843	565.77843	0	0	0	0	0	0	565.79251	565.79251	0	0	0	0	2-Apr-17	1:08:58	-	-	USD	USD	1-Apr-17	7:16:01	1-Apr-17	18:55:24
CDUSASGUSAUD55441	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:07:02	TI	7226990	25000	0	0	0	25000	974.61781	974.61781	0	0	0	0	0	0	974.63065	974.63065	0	0	0	0	2-Apr-17	1:09:07	-	-	USD	USD	1-Apr-17	6:59:33	1-Apr-17	18:54:21
CDUSASGUSAUD55444	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:07:02	TI	7249796	25000	0	0	0	25000	752.96193	752.96193	0	0	0	0	0	0	752.97574	752.97574	0	0	0	0	2-Apr-17	1:09:06	-	-	USD	USD	1-Apr-17	6:53:38	1-Apr-17	18:53:04
CDUSASGUSAUD55435	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:07:02	TI	7238060	25000	0	0	0	25000	958.10976	958.10976	0	0	0	0	0	0	958.12243	958.12243	0	0	0	0	2-Apr-17	1:09:12	-	-	USD	USD	1-Apr-17	6:55:57	1-Apr-17	18:54:05
CDUSASGUSAUD55443	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:07:02	TI	7251928	25000	0	0	0	25000	561.23349	561.23349	0	0	0	0	0	0	561.24638	561.24638	0	0	0	0	2-Apr-17	1:09:06	-	-	USD	USD	1-Apr-17	7:01:18	1-Apr-17	18:54:24
CDUSASGUSAUD55442	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:07:02	TI	7234774	25000	0	0	0	25000	731.16574	731.16574	0	0	0	0	0	0	731.17944	731.17944	0	0	0	0	2-Apr-17	1:09:10	-	-	USD	USD	1-Apr-17	6:58:56	1-Apr-17	18:52:38
CDUSASGUSAUD55409	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	0:17:02	TI	7238929	25000	0	0	0	25000	599.07921	599.07921	0	0	0	0	0	0	599.0933	599.0933	0	0	0	0	2-Apr-17	0:18:59	-	-	USD	USD	1-Apr-17	1:00:12	1-Apr-17	18:49:51
CDUSAW6USAUD03752	USAUD	USAW6	USAUD	File Pushed Successfully	2-Apr-17	0:17:02	TI	32652932	100000	0	0	0	100000	"4,489.58"	"4,489.58"	0	0	0	0	0	0	"4,489.58"	"4,489.58"	0	0	0	0	2-Apr-17	0:21:28	-	-	USD	USD	14-Mar-17	8:09:50	31-Mar-17	15:10:46
CDUSASGUSAUD55332	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	1:37:02	TI	7226836	25000	0	0	0	25000	784.68345	784.68345	0	0	0	0	0	0	784.69762	784.69762	0	0	0	0	1-Apr-17	1:39:52	-	-	USD	USD	31-Mar-17	6:55:16	31-Mar-17	18:54:17
CDUSASGUSAUD55331	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	1:37:02	TI	7225965	25000	0	0	0	25000	836.28124	836.28124	0	0	0	0	0	0	836.29504	836.29504	0	0	0	0	1-Apr-17	1:39:52	-	-	USD	USD	31-Mar-17	7:01:11	31-Mar-17	18:55:32
CDUSASGUSAUD55330	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	1:37:02	TI	7214654	25000	0	0	0	25000	809.24461	809.24461	0	0	0	0	0	0	809.25862	809.25862	0	0	0	0	1-Apr-17	1:39:53	-	-	USD	USD	31-Mar-17	6:59:36	31-Mar-17	18:54:03
CDUSASGUSAUD55328	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	1:37:02	TI	7232599	25000	0	0	0	25000	729.74043	729.74043	0	0	0	0	0	0	729.75403	729.75403	0	0	0	0	1-Apr-17	1:39:52	-	-	USD	USD	31-Mar-17	6:55:40	31-Mar-17	18:53:24
CDUSASGUSAUD55329	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	1:37:02	TI	7224927	25000	0	0	0	25000	764.03101	764.03101	0	0	0	0	0	0	764.0446	764.0446	0	0	0	0	1-Apr-17	1:39:53	-	-	USD	USD	31-Mar-17	6:55:39	31-Mar-17	18:52:00
CDUSAW6USAUD03754	USAUD	USAW6	USAUD	File Pushed Successfully	2-Apr-17	0:27:01	TI	32652400	100000	0	0	0	100000	"4,564.33"	"4,564.33"	0	0	0	0	0	0	"4,564.33"	"4,564.33"	0	0	0	0	2-Apr-17	0:32:10	-	-	USD	USD	17-Mar-17	13:40:10	31-Mar-17	16:57:36
CDUSAW6USAUD03760	USAUD	USAW6	USAUD	File Pushed Successfully	2-Apr-17	0:27:02	TI	32682891	100000	0	0	0	100000	"6,716.22"	"6,716.22"	0	0	0	0	0	0	"6,716.22"	"6,716.22"	0	0	0	0	2-Apr-17	0:32:07	-	-	USD	USD	22-Mar-17	18:18:48	31-Mar-17	23:59:08
CDUSAW6USAUD03762	USAUD	USAW6	USAUD	File Pushed Successfully	2-Apr-17	0:27:02	TI	32675215	100000	0	0	0	100000	"7,491.80"	"7,491.80"	0	0	0	0	0	0	"7,491.80"	"7,491.80"	0	0	0	0	2-Apr-17	0:32:39	-	-	USD	USD	23-Mar-17	14:52:13	1-Apr-17	4:28:19
CDUSAW6USAUD03759	USAUD	USAW6	USAUD	File Pushed Successfully	2-Apr-17	0:27:02	TI	32672516	100000	0	0	0	100000	"5,682.17"	"5,682.17"	0	0	0	0	0	0	"5,682.17"	"5,682.17"	0	0	0	0	2-Apr-17	0:32:11	-	-	USD	USD	10-Mar-17	21:34:01	31-Mar-17	22:08:45
CDUSASGUSAUD55419	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	0:42:02	TI	7239918	25000	0	0	0	25000	"1,128.27"	"1,128.27"	0	0	0	0	0	0	"1,128.28"	"1,128.28"	0	0	0	0	2-Apr-17	0:43:58	-	-	USD	USD	1-Apr-17	6:52:46	1-Apr-17	18:53:59
CDUSASGUSAUD55416	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	0:42:02	TI	7240289	25000	0	0	0	25000	899.45423	899.45423	0	0	0	0	0	0	899.46708	899.46708	0	0	0	0	2-Apr-17	0:43:58	-	-	USD	USD	1-Apr-17	6:56:48	1-Apr-17	18:53:52
CDUSASGUSAUD55423	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	0:42:02	TI	7240395	25000	0	0	0	25000	909.89174	909.89174	0	0	0	0	0	0	909.90594	909.90594	0	0	0	0	2-Apr-17	0:43:57	-	-	USD	USD	1-Apr-17	6:58:46	1-Apr-17	18:52:56
CDUSASGUSAUD55420	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	0:42:02	TI	7239852	25000	0	0	0	25000	950.26205	950.26205	0	0	0	0	0	0	950.27478	950.27478	0	0	0	0	2-Apr-17	0:43:57	-	-	USD	USD	1-Apr-17	6:53:38	1-Apr-17	18:54:25
CDUSASGUSAUD55421	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	0:42:02	TI	7246224	25000	0	0	0	25000	653.49657	653.49657	0	0	0	0	0	0	653.51041	653.51041	0	0	0	0	2-Apr-17	0:43:58	-	-	USD	USD	1-Apr-17	6:53:06	1-Apr-17	18:54:54
CDUSASGUSAUD55417	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	0:42:02	TI	7233536	25000	0	0	0	25000	511.38452	511.38452	0	0	0	0	0	0	511.39658	511.39658	0	0	0	0	2-Apr-17	0:43:52	-	-	USD	USD	1-Apr-17	7:02:05	1-Apr-17	18:54:32
CDUSA6GUSAUD00865	USAUD	USA6G	USAUD	File Pushed Successfully	2-Apr-17	0:42:02	TI	12460895	44846	0	0	0	44846	"2,295.09"	"2,295.09"	0	0	0	0	0	0	"2,295.09"	"2,295.09"	0	0	0	0	2-Apr-17	0:44:14	-	-	USD	USD	29-Mar-17	21:47:16	31-Mar-17	20:31:39
CDUSASGUSAUD55427	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	0:42:02	TI	7247733	25000	0	0	0	25000	"1,014.64"	"1,014.64"	0	0	0	0	0	0	"1,014.65"	"1,014.65"	0	0	0	0	2-Apr-17	0:43:53	-	-	USD	USD	1-Apr-17	7:01:36	1-Apr-17	18:52:53
CDUSASGUSAUD55428	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	0:42:02	TI	7251212	25000	0	0	0	25000	871.17463	871.17463	0	0	0	0	0	0	871.18841	871.18841	0	0	0	0	2-Apr-17	0:43:56	-	-	USD	USD	1-Apr-17	6:54:38	1-Apr-17	18:56:00
CDUSASGUSAUD55438	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:17:01	TI	7236206	25000	0	0	0	25000	740.01553	740.01553	0	0	0	0	0	0	740.0296	740.0296	0	0	0	0	2-Apr-17	1:19:09	-	-	USD	USD	1-Apr-17	6:59:52	1-Apr-17	18:53:30
CDUSASGUSAUD55434	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:17:01	TI	7243401	25000	0	0	0	25000	"1,119.93"	"1,119.93"	0	0	0	0	0	0	"1,119.94"	"1,119.94"	0	0	0	0	2-Apr-17	1:19:22	-	-	USD	USD	1-Apr-17	6:55:59	1-Apr-17	18:54:17
CDUSASGUSAUD55440	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:17:01	TI	7243555	25000	0	0	0	25000	547.04536	547.04536	0	0	0	0	0	0	547.05843	547.05843	0	0	0	0	2-Apr-17	1:19:19	-	-	USD	USD	1-Apr-17	6:53:58	1-Apr-17	18:55:29
CDUSASGUSAUD55436	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:17:01	TI	7240703	25000	0	0	0	25000	895.09129	895.09129	0	0	0	0	0	0	895.10553	895.10553	0	0	0	0	2-Apr-17	1:19:22	-	-	USD	USD	1-Apr-17	6:53:37	1-Apr-17	18:55:56
CDUSASGUSAUD55437	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:17:01	TI	7237436	25000	0	0	0	25000	767.66109	767.66109	0	0	0	0	0	0	767.67407	767.67407	0	0	0	0	2-Apr-17	1:19:23	-	-	USD	USD	1-Apr-17	6:55:04	1-Apr-17	18:54:23
CDUSASGUSAUD55429	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:17:02	TI	7236121	25000	0	0	0	25000	797.15444	797.15444	0	0	0	0	0	0	797.16805	797.16805	0	0	0	0	2-Apr-17	1:19:20	-	-	USD	USD	1-Apr-17	6:55:48	1-Apr-17	18:52:59
CDUSASGUSAUD55431	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:17:02	TI	7235910	25000	0	0	0	25000	714.29646	714.29646	0	0	0	0	0	0	714.30923	714.30923	0	0	0	0	2-Apr-17	1:19:21	-	-	USD	USD	1-Apr-17	6:59:44	1-Apr-17	18:54:14
CDUSASGUSAUD55433	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:17:02	TI	7237378	25000	0	0	0	25000	667.0405	667.0405	0	0	0	0	0	0	667.05426	667.05426	0	0	0	0	2-Apr-17	1:19:24	-	-	USD	USD	1-Apr-17	7:01:22	1-Apr-17	18:53:59
CDUSASGUSAUD55432	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:17:02	TI	7239077	25000	0	0	0	25000	753.24644	753.24644	0	0	0	0	0	0	753.26099	753.26099	0	0	0	0	2-Apr-17	1:19:25	-	-	USD	USD	1-Apr-17	6:58:03	1-Apr-17	18:52:44
CDUSASGUSAUD55430	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:17:02	TI	7236539	25000	0	0	0	25000	397.89079	397.89079	0	0	0	0	0	0	397.90387	397.90387	0	0	0	0	2-Apr-17	1:19:23	-	-	USD	USD	1-Apr-17	7:19:50	1-Apr-17	18:53:44
CDUSASGUSAUD55447	USAUD	USASG	USAUD	File Pushed Successfully	2-Apr-17	1:17:02	TI	7245759	25000	0	0	0	25000	631.40288	631.40288	0	0	0	0	0	0	631.41607	631.41607	0	0	0	0	2-Apr-17	1:20:18	-	-	USD	USD	1-Apr-17	6:56:38	1-Apr-17	18:54:40
CDUSASGUSAUD55333	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	6:07:02	TI	7225172	25000	0	0	0	25000	666.14005	666.14005	0	0	0	0	0	0	666.15483	666.15483	0	0	0	0	1-Apr-17	6:10:54	-	-	USD	USD	31-Mar-17	7:00:35	1-Apr-17	0:01:37
CDUSASGUSAUD55368	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	12:12:02	TI	7224141	25000	0	0	0	25000	919.28853	919.28853	0	0	0	0	0	0	919.30306	919.30306	0	0	0	0	1-Apr-17	12:15:56	-	-	USD	USD	31-Mar-17	12:56:51	1-Apr-17	6:54:16
CDUSAW6USAUD03737	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	0:27:08	TI	32646965	100000	0	0	0	100000	"4,494.44"	"4,494.44"	0	0	0	0	0	0	"4,494.44"	"4,494.44"	0	0	0	0	1-Apr-17	0:33:56	-	-	USD	USD	12-Mar-17	11:37:55	30-Mar-17	16:17:04
CDUSAW6USAUD03742	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	0:27:08	TI	32655042	100000	2	0	0	99998	"5,198.50"	"5,198.50"	0	0	0	0	0	0	"5,198.50"	"5,198.50"	0	0	0	0	1-Apr-17	6:32:20	Threshold_Check: 1 Number Of Cdr'S Rejected	RCUSAUDUSAW600213	USD	USD	27-Mar-17	9:20:09	30-Mar-17	21:31:26
CDUSAW6USAUD03734	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	0:27:08	TI	32646006	100000	0	0	0	100000	"4,198.93"	"4,198.93"	0	0	0	0	0	0	"4,198.93"	"4,198.93"	0	0	0	0	1-Apr-17	0:33:56	-	-	USD	USD	13-Mar-17	11:33:58	30-Mar-17	13:27:25
CDUSAW6USAUD03744	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	0:27:09	TI	28749624	88038	0	0	0	88038	"5,961.14"	"5,961.14"	0	0	0	0	0	0	"5,961.14"	"5,961.14"	0	0	0	0	1-Apr-17	0:34:03	-	-	USD	USD	12-Mar-17	13:18:57	31-Mar-17	3:07:21
CDUSAW6USAUD03736	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	0:27:09	TI	32641882	100000	0	0	0	100000	"4,242.51"	"4,242.51"	0	0	0	0	0	0	"4,242.51"	"4,242.51"	0	0	0	0	1-Apr-17	0:33:59	-	-	USD	USD	24-Mar-17	19:44:38	30-Mar-17	15:26:39
CDUSAW6USAUD03741	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	0:27:09	TI	32651600	100000	0	0	0	100000	"4,751.01"	"4,751.01"	0	0	0	0	0	0	"4,751.01"	"4,751.01"	0	0	0	0	1-Apr-17	0:34:11	-	-	USD	USD	21-Mar-17	11:28:24	30-Mar-17	20:07:50
CDUSAW6USAUD03739	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	0:27:09	TI	32649418	100000	0	0	0	100000	"4,566.46"	"4,566.46"	0	0	0	0	0	0	"4,566.46"	"4,566.46"	0	0	0	0	1-Apr-17	0:34:10	-	-	USD	USD	19-Mar-17	15:06:02	30-Mar-17	18:04:03
CDUSAW6USAUD03738	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	0:27:09	TI	32645993	100000	0	0	0	100000	"4,311.02"	"4,311.02"	0	0	0	0	0	0	"4,311.02"	"4,311.02"	0	0	0	0	1-Apr-17	0:33:59	-	-	USD	USD	14-Mar-17	19:58:37	30-Mar-17	17:08:55
CDUSAW6USAUD03733	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	0:27:10	TI	32642187	100000	0	0	0	100000	"4,114.84"	"4,114.84"	0	0	0	0	0	0	"4,114.84"	"4,114.84"	0	0	0	0	1-Apr-17	0:33:54	-	-	USD	USD	18-Mar-17	21:06:34	30-Mar-17	12:25:47
CDUSAW6USAUD03743	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	0:27:10	TI	32663497	100000	0	0	0	100000	"6,017.81"	"6,017.81"	0	0	0	0	0	0	"6,017.81"	"6,017.81"	0	0	0	0	1-Apr-17	0:33:59	-	-	USD	USD	18-Mar-17	11:47:50	30-Mar-17	23:28:37
CDUSAW6USAUD03740	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	0:27:13	TI	32650827	100000	0	0	0	100000	"4,480.09"	"4,480.09"	0	0	0	0	0	0	"4,480.09"	"4,480.09"	0	0	0	0	1-Apr-17	0:34:39	-	-	USD	USD	22-Mar-17	18:48:45	30-Mar-17	19:05:58
CDUSAW6USAUD03735	USAUD	USAW6	USAUD	File Pushed Successfully	1-Apr-17	0:27:13	TI	32645762	100000	0	0	0	100000	"4,321.75"	"4,321.75"	0	0	0	0	0	0	"4,321.75"	"4,321.75"	0	0	0	0	1-Apr-17	0:38:24	-	-	USD	USD	19-Mar-17	11:49:49	30-Mar-17	14:26:28
CDUSASGUSAUD55378	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	13:37:02	TI	2860396	9883	0	0	0	9883	273.82741	273.82741	0	0	0	0	0	0	273.83342	273.83342	0	0	0	0	1-Apr-17	13:38:28	-	-	USD	USD	31-Mar-17	18:54:57	1-Apr-17	6:53:20
CDUSASGUSAUD55286	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:10	TI	7258761	25000	0	0	0	25000	"1,074.10"	"1,074.10"	0	0	0	0	0	0	"1,074.11"	"1,074.11"	0	0	0	0	1-Apr-17	0:44:34	-	-	USD	USD	31-Mar-17	6:53:48	31-Mar-17	18:54:47
CDUSASGUSAUD55283	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:10	TI	7245050	25000	0	0	0	25000	774.21352	774.21352	0	0	0	0	0	0	774.22783	774.22783	0	0	0	0	1-Apr-17	0:44:30	-	-	USD	USD	31-Mar-17	6:58:34	31-Mar-17	18:56:33
CDUSASGUSAUD55282	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:10	TI	7230261	25000	0	0	0	25000	605.80115	605.80115	0	0	0	0	0	0	605.8147	605.8147	0	0	0	0	1-Apr-17	0:44:30	-	-	USD	USD	31-Mar-17	1:01:27	31-Mar-17	18:51:44
CDUSASGUSAUD55284	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:10	TI	7241560	25000	0	0	0	25000	964.03843	964.03843	0	0	0	0	0	0	964.05218	964.05218	0	0	0	0	1-Apr-17	0:44:35	-	-	USD	USD	31-Mar-17	7:01:35	31-Mar-17	18:53:14
CDUSASGUSAUD55285	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:10	TI	7243624	24999	0	0	0	24999	"1,017.60"	"1,017.60"	0	0	0	0	0	0	"1,017.62"	"1,017.62"	0	0	0	0	1-Apr-17	0:44:36	-	-	USD	USD	31-Mar-17	6:55:11	31-Mar-17	18:51:10
CDUSASGUSAUD55295	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:10	TI	7236929	25000	0	0	0	25000	510.64925	510.64925	0	0	0	0	0	0	510.6628	510.6628	0	0	0	0	1-Apr-17	0:44:15	-	-	USD	USD	31-Mar-17	6:58:48	31-Mar-17	18:52:34
CDUSASGUSAUD55301	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:10	TI	7240151	25000	0	0	0	25000	885.08098	885.08098	0	0	0	0	0	0	885.09473	885.09473	0	0	0	0	1-Apr-17	0:44:27	-	-	USD	USD	31-Mar-17	6:54:30	31-Mar-17	18:54:28
CDUSASGUSAUD55291	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:10	TI	7242295	25000	0	0	0	25000	912.76054	912.76054	0	0	0	0	0	0	912.77428	912.77428	0	0	0	0	1-Apr-17	0:44:26	-	-	USD	USD	31-Mar-17	6:53:25	31-Mar-17	18:53:36
CDUSASGUSAUD55296	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:10	TI	7233700	25000	0	0	0	25000	717.47479	717.47479	0	0	0	0	0	0	717.48874	717.48874	0	0	0	0	1-Apr-17	0:44:25	-	-	USD	USD	31-Mar-17	6:56:39	31-Mar-17	18:51:33
CDUSASGUSAUD55300	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:10	TI	7251955	25000	0	0	0	25000	871.34444	871.34444	0	0	0	0	0	0	871.3583	871.3583	0	0	0	0	1-Apr-17	0:44:30	-	-	USD	USD	31-Mar-17	7:04:57	31-Mar-17	18:53:11
CDUSASGUSAUD55292	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:11	TI	7240638	25000	0	0	0	25000	987.99667	987.99667	0	0	0	0	0	0	988.00984	988.00984	0	0	0	0	1-Apr-17	0:45:46	-	-	USD	USD	31-Mar-17	6:55:54	31-Mar-17	18:52:47
CDUSASGUSAUD55294	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:11	TI	7244155	25000	0	0	0	25000	719.52764	719.52764	0	0	0	0	0	0	719.5399	719.5399	0	0	0	0	1-Apr-17	0:46:01	-	-	USD	USD	31-Mar-17	6:57:44	31-Mar-17	18:53:29
CDUSASGUSAUD55293	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:11	TI	7243196	25000	0	0	0	25000	894.64436	894.64436	0	0	0	0	0	0	894.65813	894.65813	0	0	0	0	1-Apr-17	0:46:03	-	-	USD	USD	31-Mar-17	6:54:47	31-Mar-17	18:52:37
CDUSASGUSAUD55298	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:11	TI	7246106	25000	0	0	0	25000	893.45995	893.45995	0	0	0	0	0	0	893.47355	893.47355	0	0	0	0	1-Apr-17	0:46:03	-	-	USD	USD	31-Mar-17	6:57:00	31-Mar-17	18:55:30
CDUSASGUSAUD55287	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:11	TI	7224817	25000	0	0	0	25000	496.10042	496.10042	0	0	0	0	0	0	496.11355	496.11355	0	0	0	0	1-Apr-17	0:45:57	-	-	USD	USD	31-Mar-17	8:20:55	31-Mar-17	18:55:10
CDUSASGUSAUD55288	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:11	TI	7232727	25000	0	0	0	25000	889.66248	889.66248	0	0	0	0	0	0	889.67587	889.67587	0	0	0	0	1-Apr-17	0:46:07	-	-	USD	USD	31-Mar-17	6:55:48	31-Mar-17	18:54:05
CDUSASGUSAUD55299	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:11	TI	7251977	25000	0	0	0	25000	949.44141	949.44141	0	0	0	0	0	0	949.45554	949.45554	0	0	0	0	1-Apr-17	0:46:05	-	-	USD	USD	31-Mar-17	6:56:02	31-Mar-17	18:53:37
CDUSASGUSAUD55290	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:11	TI	7227815	25000	0	0	0	25000	385.68446	385.68446	0	0	0	0	0	0	385.69848	385.69848	0	0	0	0	1-Apr-17	0:46:06	-	-	USD	USD	31-Mar-17	7:04:05	31-Mar-17	18:52:12
CDUSASGUSAUD55289	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:11	TI	7251602	24999	0	0	0	24999	"1,000.35"	"1,000.35"	0	0	0	0	0	0	"1,000.36"	"1,000.36"	0	0	0	0	1-Apr-17	0:46:11	-	-	USD	USD	31-Mar-17	6:54:58	31-Mar-17	18:51:19
CDUSASGUSAUD55297	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:11	TI	7235869	24999	0	0	0	24999	962.33715	962.33715	0	0	0	0	0	0	962.3507	962.3507	0	0	0	0	1-Apr-17	0:46:11	-	-	USD	USD	31-Mar-17	6:53:26	31-Mar-17	18:54:21
CDUSA6GUSAUD00864	USAUD	USA6G	USAUD	File Pushed Successfully	1-Apr-17	0:42:12	TI	12210309	43947	0	0	0	43947	"2,295.66"	"2,295.66"	0	0	0	0	0	0	"2,295.66"	"2,295.66"	0	0	0	0	1-Apr-17	0:47:39	-	-	USD	USD	28-Mar-17	22:20:20	30-Mar-17	22:39:44
CDUSASGUSAUD55302	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:12	TI	7240828	25000	0	0	0	25000	880.27569	880.27569	0	0	0	0	0	0	880.28914	880.28914	0	0	0	0	1-Apr-17	0:47:27	-	-	USD	USD	31-Mar-17	6:55:52	31-Mar-17	18:53:31
CDUSASGUSAUD55307	USAUD	USASG	USAUD	File Pushed Successfully	1-Apr-17	0:42:12	TI	7245810	25000	0	0	0	25000	857.22115	857.22115	0	0	0	0	0	0	857.2347	857.2347	0	0	0	0	1-Apr-17	0:47:32	-	-	USD	USD	31-Mar-17	6:56:19	31-Mar-17	18:54:29
