
SQL*Plus: Release 11.2.0.2.0 Production on Thu Oct 9 12:18:33 2014

Copyright (c) 1982, 2010, Oracle.  All rights reserved.


Connected to:
Oracle Database 11g Enterprise Edition Release 11.2.0.3.0 - 64bit Production
With the Partitioning, Real Application Clusters, Automatic Storage Management, OLAP,
Data Mining and Real Application Testing options


TRUNC(SYS   ERROR_ID   COUNT(*)
31-AUG-14	1003	      2
29-AUG-14	3000	     73

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
16-AUG-14	1003	      6
29-AUG-14	1003	      8
26-AUG-14	1003	      3
30-AUG-14	3000	    135
08-SEP-14	1031	     59
18-SEP-14      30219	    179
17-SEP-14      30218	    885
15-SEP-14      30218	   1648
22-SEP-14	1031	     54
23-SEP-14      30218	   1189
23-SEP-14      30219	    198

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
24-SEP-14	3000	    222
29-SEP-14	1030	   3121
26-SEP-14	1030	     36
29-SEP-14      30218	    904
29-SEP-14	3000	    171
01-OCT-14      30203	    607
10-SEP-14	1003	      6
27-SEP-14	1081	     49
03-SEP-14	3000	     82
23-SEP-14	3000	    106
01-OCT-14	1031	      5

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
02-SEP-14      10040	      2
08-SEP-14      10040	     39
27-SEP-14      10815	    980
01-OCT-14      10815	    997
11-SEP-14      10815	   1050
15-SEP-14      10815	    889
16-SEP-14      10815	    896
13-SEP-14	3000	     57
03-OCT-14      30219	    294
27-SEP-14	1003	      7
22-SEP-14	3000	     88

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
20-SEP-14	1003	      3
02-OCT-14      30203	    481
09-OCT-14      10040	    660
08-OCT-14	1030	    979
07-OCT-14	3000	    154
04-OCT-14	1031	     12
06-OCT-14      30728	    823
06-OCT-14	1081	     34
04-OCT-14	3000	    124
08-OCT-14	1019	      9
14-AUG-14      30232	      2

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
18-AUG-14	1012	     89
21-AUG-14	1012	    143
22-AUG-14	1012	    104
08-SEP-14	1012	    147
24-AUG-14	1003	      2
28-AUG-14      30728	     25
09-SEP-14	1012	    194
10-SEP-14	1012	    152
11-SEP-14	1012	     79
27-SEP-14	1012	     94
30-SEP-14	1012	     63

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
01-OCT-14	1012	    167
08-OCT-14	1081	      1
14-SEP-14      30203	      1
19-SEP-14      30728	     38
25-AUG-14      30728	     30
27-AUG-14      30728	     34
13-SEP-14      30728	     27
14-SEP-14      30728	     16
12-SEP-14      30728	     38
12-SEP-14      30232	      1
24-AUG-14      30728	     11

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
24-SEP-14      30728	     20
10-AUG-14      30219	     48
13-AUG-14	3000	     99
13-AUG-14      30218	   1993
11-AUG-14	3000	     89
17-AUG-14      30219	    135
24-AUG-14	1031	     72
28-AUG-14      30218	   2662
28-AUG-14	1031	     64
29-AUG-14      30218	   5531
30-AUG-14      30218	  27190

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
31-AUG-14      30218	   1232
31-AUG-14	1031	     48
02-SEP-14      30218	   1957
29-AUG-14	1031	     41
21-AUG-14	1003	      5
11-AUG-14      10815	    983
12-AUG-14      30203	      5
17-AUG-14	1003	      3
21-AUG-14      30203	      2
29-AUG-14      30203	      1
06-SEP-14      30218	  13179

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
13-SEP-14      30219	    158
12-SEP-14      30219	    159
14-SEP-14	1031	    157
10-SEP-14	1031	     66
17-SEP-14	1031	     78
22-SEP-14      30219	    200
21-SEP-14      30218	   1616
21-SEP-14	1031	     51
26-SEP-14	1031	      7
26-SEP-14	3000	    147
23-SEP-14	1031	     87

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
28-SEP-14	1031	     22
30-SEP-14      30219	    187
05-SEP-14	1003	      3
08-SEP-14	3000	    128
12-SEP-14	1003	      3
17-SEP-14	1003	      4
30-SEP-14	1019	    132
15-SEP-14	1003	      3
01-OCT-14	3000	    146
04-SEP-14      10040	      3
05-SEP-14      10040	     14

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
28-SEP-14      10815	    759
11-SEP-14	3000	    100
02-OCT-14	3000	    149
05-SEP-14      10815	    906
18-SEP-14      10815	    887
17-SEP-14      10815	    915
25-SEP-14      10815	   1044
02-OCT-14	1019	     11
23-SEP-14	1003	      2
18-SEP-14	1003	      5
02-OCT-14	1031	      4

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
04-OCT-14      30219	    244
05-OCT-14	1030	   2554
05-OCT-14      30203	    762
08-OCT-14      30219	    324
09-OCT-14	1030	    702
07-OCT-14	1081	     14
06-OCT-14	1003	      4
12-AUG-14	1012	    172
17-AUG-14	1012	    100
24-AUG-14	1012	    164
26-AUG-14	1012	    116

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
31-AUG-14	1012	     51
07-SEP-14	1012	     94
30-AUG-14      30728	     64
04-SEP-14      30232	      4
27-SEP-14      30232	      2
17-AUG-14      30728	      4
05-SEP-14      30232	      2
03-SEP-14      30728	     72
07-SEP-14      30728	     22
20-SEP-14      30728	     21
12-AUG-14      30219	    133

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
11-AUG-14      30218	   2017
13-AUG-14      30219	    187
18-AUG-14      30218	   1891
20-AUG-14      30219	    164
20-AUG-14	1031	     42
23-AUG-14	1031	     46
28-AUG-14      30219	    109
30-AUG-14	1031	     53
01-SEP-14	1031	     47
21-AUG-14      30728	     23
27-AUG-14	1003	      3

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
16-AUG-14      10815	    983
15-AUG-14      10815	   1115
19-AUG-14      30232	      3
24-AUG-14      30232	      1
12-AUG-14	3000	     55
06-SEP-14      30219	    206
08-SEP-14      30219	    147
13-SEP-14      30218	   1452
14-SEP-14      30219	    125
10-SEP-14      30219	    140
10-SEP-14      30218	   2273

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
16-SEP-14      30219	    239
16-SEP-14	3000	    111
15-SEP-14	1031	    120
21-SEP-14      30219	    171
20-SEP-14      30218	   1171
26-SEP-14      30203	   1455
25-SEP-14      30219	    259
25-SEP-14      30218	   1129
24-SEP-14      30218	    975
23-SEP-14      30203	   1111
27-SEP-14	1030	   1696

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
02-OCT-14      30218	    961
05-SEP-14	3000	     81
07-SEP-14	1003	      7
09-SEP-14	3000	     92
10-SEP-14      10040	     12
21-SEP-14	1003	      5
02-SEP-14      10815	    589
12-SEP-14	3000	    267
22-SEP-14      10815	    884
19-SEP-14      10815	    728
24-SEP-14      10815	   1133

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
27-SEP-14	3000	    194
16-SEP-14	1003	      4
29-SEP-14	1003	      5
20-SEP-14	3000	    111
30-SEP-14      30728	     32
03-OCT-14	1030	   1663
03-OCT-14      30203	    565
03-OCT-14      10040	     95
04-OCT-14      10040	    371
09-OCT-14      30218	   1827
09-OCT-14	1031	      5

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
06-OCT-14      30218	   1480
05-OCT-14	1003	      3
04-OCT-14      10815	   1406
05-OCT-14      30728	    920
07-OCT-14      30728	   1529
11-AUG-14	1003	      1
23-AUG-14      30728	     16
20-AUG-14	1012	    144
01-SEP-14	1012	    196
01-SEP-14	1003	      1
03-OCT-14	1012	    240

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
04-OCT-14	1012	    195
06-OCT-14	1012	    151
12-SEP-14      30203	      2
07-OCT-14	1031	      3
16-AUG-14      30728	      9
02-SEP-14      30728	     30
06-SEP-14      30728	    113
17-SEP-14      30728	     37
10-AUG-14      30218	   1191
12-AUG-14      30218	   1989
22-AUG-14      30219	    105

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
23-AUG-14      30203	    702
24-AUG-14      30219	    118
25-AUG-14      30218	   2151
27-AUG-14	1031	     45
30-AUG-14      30219	    173
01-SEP-14	3000	    130
02-SEP-14	1031	     26
11-AUG-14	1031	     52
22-AUG-14	3000	    126
25-AUG-14      30203	      2
15-AUG-14	3000	    124

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
01-SEP-14      10040	     14
18-AUG-14	3000	    123
31-AUG-14	3000	     62
18-AUG-14      10815	    966
22-AUG-14      10815	    877
30-AUG-14      10815	   1366
24-AUG-14      30203	      1
04-SEP-14      30203	    693
07-SEP-14	1031	     69
11-SEP-14      30218	   1425
16-SEP-14      30203	     11

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
18-SEP-14      30218	   1232
24-SEP-14      30219	    168
24-SEP-14      30203	     80
28-SEP-14      30219	    174
27-SEP-14      30219	    281
30-SEP-14	1030	   3578
01-OCT-14	1081	     16
19-SEP-14      30203	      4
23-SEP-14      30728	     24
28-SEP-14	1003	      4
25-SEP-14	3000	    157

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
23-SEP-14      10815	   1153
07-SEP-14	3000	     76
30-SEP-14	1031	      4
07-OCT-14      30203	    466
07-OCT-14      10040	    686
09-OCT-14      30203	    539
07-OCT-14	1030	    848
07-OCT-14	1003	     10
02-OCT-14      10815	    674
03-OCT-14      30728	    258
05-OCT-14      10815	    904

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
07-OCT-14      10815	    871
06-OCT-14	3000	    172
14-AUG-14	1012	    118
19-AUG-14	1012	    164
25-AUG-14	1012	     84
27-AUG-14	1012	    142
02-SEP-14	1012	     89
01-SEP-14      30728	     22
15-AUG-14      30203	      1
11-AUG-14      30728	     43
08-OCT-14	1012	    270

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
11-SEP-14      30203	      1
09-OCT-14	1013	      1
20-AUG-14      30728	     23
15-SEP-14      30203	      1
29-AUG-14      30728	     36
15-SEP-14      30728	     26
16-SEP-14      30728	     15
20-SEP-14      30203	      1
11-AUG-14      30219	    215
14-AUG-14      30219	    132
14-AUG-14	1031	     42

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
16-AUG-14	1031	     61
19-AUG-14      30218	   2102
18-AUG-14	1031	     61
20-AUG-14      30218	   2414
27-AUG-14	3000	     76
17-AUG-14	1031	     64
18-AUG-14      30203	      3
31-AUG-14      10815	    886
10-AUG-14      10815	    616
13-AUG-14      10815	   1132
28-AUG-14      10815	    931

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
18-AUG-14	1003	      2
31-AUG-14      30203	      2
04-SEP-14      30218	   4140
06-SEP-14	1031	     47
09-SEP-14      30203	    248
11-SEP-14	1031	     56
18-SEP-14	1031	     80
20-SEP-14	1031	     64
19-SEP-14      30218	   1183
28-SEP-14      30203	    762
27-SEP-14      30203	    636

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
29-SEP-14      30219	    155
28-SEP-14	3000	     62
13-SEP-14      30203	      5
07-SEP-14      10040	     32
06-SEP-14      10040	     10
09-SEP-14	1003	      3
13-SEP-14      10040	      3
30-SEP-14      10815	    738
29-SEP-14	1081	     12
03-SEP-14      10815	    716
07-SEP-14      10815	    843

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
09-SEP-14      10815	    651
10-SEP-14      10815	    974
14-SEP-14      10815	    829
20-SEP-14      10815	   1001
17-SEP-14	3000	    111
13-SEP-14      30232	      4
05-OCT-14      30219	    133
05-OCT-14      10040	    213
08-OCT-14	1003	     46
06-OCT-14      30203	    850
06-OCT-14      10815	    742

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
01-SEP-14      30203	     14
10-AUG-14	1012	     87
23-AUG-14	1012	    161
22-AUG-14	1003	      4
18-AUG-14      30232	      4
02-OCT-14	1003	      7
16-SEP-14	1012	     97
20-SEP-14	1012	    195
21-SEP-14	1012	    123
16-SEP-14      30232	      9
24-SEP-14	1003	      2

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
10-AUG-14      30728	      3
15-AUG-14      30728	     23
19-AUG-14      30728	     22
31-AUG-14      30728	     26
05-SEP-14      30728	     44
08-SEP-14      30728	     48
07-OCT-14      30232	      1
12-AUG-14	1031	     48
15-AUG-14      30218	   3652
22-AUG-14      30218	   2153
21-AUG-14      30218	   2225

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
23-AUG-14      30218	   2931
20-AUG-14	3000	    218
21-AUG-14	3000	    120
24-AUG-14	3000	     64
27-AUG-14      30218	   1838
26-AUG-14	1031	     45
31-AUG-14      30219	     92
25-AUG-14	1031	     43
10-AUG-14	3000	     60
02-SEP-14	3000	     94
17-AUG-14      10815	    973

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
21-AUG-14      10815	    992
26-AUG-14      10815	    927
03-SEP-14      30219	    135
04-SEP-14      30219	    190
05-SEP-14      30219	    214
05-SEP-14	1031	     44
06-SEP-14	3000	    122
08-SEP-14      30218	  13752
09-SEP-14      30218	   8477
09-SEP-14      30219	    139
12-SEP-14      30218	   1803

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
11-SEP-14      30219	    127
28-SEP-14	1030	   2674
29-SEP-14      30203	    956
26-SEP-14      30218	    965
30-SEP-14      30203	   2898
01-OCT-14	1030	   1530
01-OCT-14      30219	    253
21-SEP-14	3000	     85
29-SEP-14	1019	    181
29-SEP-14      10815	    763
06-SEP-14	1003	     10

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
10-SEP-14	3000	     92
03-SEP-14      10040	      5
09-SEP-14      10040	      1
22-SEP-14      30728	     34
26-SEP-14      10815	    990
25-SEP-14	1031	      7
12-SEP-14      10815	   1178
13-SEP-14      10815	    899
30-SEP-14	1003	      2
01-OCT-14	1003	      2
01-OCT-14	1019	     49

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
06-SEP-14      30203	      2
29-SEP-14	1013	      1
04-OCT-14      30218	   2046
05-OCT-14      30218	   3042
08-OCT-14      30203	    590
09-OCT-14      30219	    317
09-OCT-14	1003	     83
07-OCT-14      30219	    104
03-OCT-14      10815	   1929
04-OCT-14      30728	   1685
06-OCT-14      10040	     89

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
09-OCT-14	1019	      7
11-AUG-14	1012	    124
29-AUG-14	1012	    130
03-SEP-14	1012	    156
29-AUG-14      30232	      1
12-SEP-14	1012	    101
15-SEP-14	1012	    101
18-SEP-14	1012	    143
19-SEP-14	1012	    136
26-SEP-14	1012	    119
25-SEP-14	1012	    122

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
05-OCT-14	1012	    133
14-SEP-14	1003	      5
08-OCT-14	1031	      2
12-AUG-14	1003	      1
14-AUG-14      30728	     22
25-AUG-14	1003	      2
26-AUG-14      30728	     37

601 rows selected.

Disconnected from Oracle Database 11g Enterprise Edition Release 11.2.0.3.0 - 64bit Production
With the Partitioning, Real Application Clusters, Automatic Storage Management, OLAP,
Data Mining and Real Application Testing options
