
SQL*Plus: Release 11.2.0.2.0 Production on Thu Oct 9 12:18:51 2014

Copyright (c) 1982, 2010, Oracle.  All rights reserved.


Connected to:
Oracle Database 11g Enterprise Edition Release 11.2.0.3.0 - 64bit Production
With the Partitioning, Real Application Clusters, Automatic Storage Management, OLAP,
Data Mining and Real Application Testing options


TRUNC(SYS   ERROR_ID   COUNT(*)
29-AUG-14	3000	    153
03-SEP-14	3000	    122
20-AUG-14	1003	      5
16-AUG-14	1003	      3

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
31-AUG-14	1003	      4
15-SEP-14      30218	   1112
17-SEP-14      30218	   1331
02-OCT-14      30203	    429
23-SEP-14      30218	    790
22-SEP-14	1031	     76
29-SEP-14      30218	   1036
27-SEP-14	1003	      5
01-OCT-14      30203	    645
03-OCT-14      30219	    236
23-SEP-14	3000	    523

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
22-SEP-14	3000	     73
04-OCT-14	3000	    214
09-OCT-14      10040	    620
09-OCT-14	1000	      2
13-SEP-14      30728	    255
14-SEP-14      30728	    516
18-SEP-14      30219	    174
19-SEP-14      30728	    425
24-SEP-14      30728	    327
24-SEP-14	3000	    207
23-SEP-14      30219	    283

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
29-SEP-14	3000	     87
06-OCT-14      30728	    831
16-SEP-14      10815	   1220
20-SEP-14	1003	      6
27-SEP-14      10815	   1297
01-OCT-14      10815	    952
04-OCT-14	1031	      7
13-SEP-14	3000	    127
07-OCT-14	3000	    101
28-AUG-14      30203	     17
22-AUG-14      30203	      2

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
12-SEP-14      30232	      2
26-AUG-14	1003	      1
01-OCT-14	1031	      4
01-OCT-14      30232	      1
08-OCT-14	1007	      3
17-SEP-14      30232	      1
20-SEP-14      30232	      2
03-SEP-14      30232	      2
10-AUG-14      30219	    104
11-AUG-14	3000	    118
11-AUG-14      10815	    813

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
13-AUG-14      30218	   1190
24-AUG-14	1031	     61
28-AUG-14      30218	   5325
28-AUG-14	1031	     49
29-AUG-14      30218	   7622
30-AUG-14      30218	  18436
31-AUG-14      30218	   1241
31-AUG-14	1031	     55
02-SEP-14      30218	   2010
06-SEP-14      30218	  14685
10-SEP-14	1031	     68

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
11-SEP-14	3000	    113
17-AUG-14      30219	    272
17-AUG-14      30728	    506
17-AUG-14	1003	     11
30-AUG-14      30728	    691
03-SEP-14      30728	    334
07-SEP-14      30728	    301
29-AUG-14	1031	     35
09-SEP-14      30232	      1
12-SEP-14      30219	    262
05-SEP-14      10815	   1069

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
05-SEP-14	1003	      4
08-SEP-14	3000	    138
13-AUG-14	3000	     42
21-AUG-14	1003	      3
21-AUG-14      30203	      1
12-SEP-14	1003	      5
14-SEP-14	1031	    180
21-SEP-14      30218	   1244
21-SEP-14	1031	     75
05-OCT-14      30203	    360
17-SEP-14	1031	     83

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
23-SEP-14	1031	     70
26-SEP-14	3000	     58
30-SEP-14      30219	    102
13-SEP-14      30219	    131
15-SEP-14	1003	      3
20-SEP-14      30728	    246
22-SEP-14      30219	    244
04-OCT-14      30219	    170
08-OCT-14      30219	    232
18-SEP-14      10815	   1115
17-SEP-14	1003	      4

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
17-SEP-14      10815	   1179
25-SEP-14      10815	   1118
28-SEP-14      10815	   1106
01-OCT-14	3000	    160
02-OCT-14	3000	    128
23-SEP-14	1003	      2
27-SEP-14      30232	      1
09-OCT-14	1030	      1
06-OCT-14	1003	      3
26-SEP-14	1031	      3
12-AUG-14      30203	      1

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
28-SEP-14	1031	      3
02-OCT-14	1031	      1
18-SEP-14	1003	      8
22-AUG-14      30232	      1
22-SEP-14      30203	      1
18-SEP-14      30232	      1
11-SEP-14      30232	      2
11-AUG-14      30218	   1415
11-AUG-14	1003	      2
12-AUG-14      30219	    211
12-AUG-14	3000	     70

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
18-AUG-14      30218	   3073
20-AUG-14	1031	     48
26-AUG-14      30203	    850
27-AUG-14	1003	      2
30-AUG-14	1031	     54
10-SEP-14      30218	   2373
13-AUG-14      30232	      1
13-AUG-14      30219	    253
23-AUG-14	1031	     44
01-SEP-14	1031	     47
05-SEP-14	3000	    184

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
06-SEP-14      30219	    312
10-SEP-14      30219	    115
16-AUG-14      30728	    298
20-AUG-14      30219	    260
21-AUG-14      30728	    712
23-AUG-14      30728	    431
28-AUG-14      30219	    185
02-SEP-14      30728	    258
06-SEP-14      30728	    392
08-SEP-14      30219	    138
07-SEP-14	1003	      2

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
15-AUG-14      10815	    800
16-AUG-14      10815	    723
02-SEP-14      10815	    542
09-SEP-14	3000	    135
12-SEP-14	3000	    114
01-SEP-14	1003	      5
13-SEP-14      30218	    864
15-SEP-14	1031	    129
20-SEP-14      30218	   1215
24-SEP-14      30218	   1129
26-SEP-14      30203	    386

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
25-SEP-14      30218	   2112
25-SEP-14      30219	    171
02-OCT-14      30218	    996
03-OCT-14      30203	    498
06-OCT-14      30218	   1692
09-OCT-14      30218	   1359
27-SEP-14	3000	    189
03-OCT-14      10040	    126
29-SEP-14	1003	      6
14-SEP-14      30219	    182
17-SEP-14      30728	    597

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
16-SEP-14      30219	    173
21-SEP-14      30219	    173
20-SEP-14	3000	    301
30-SEP-14      30728	    290
05-OCT-14      30728	    848
07-OCT-14      30728	   1578
19-SEP-14      10815	    890
22-SEP-14      10815	   1096
21-SEP-14	1003	      4
24-SEP-14      10815	    944
04-OCT-14      10815	   1253

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
05-OCT-14	1003	     10
16-SEP-14	1003	      6
07-OCT-14	1031	      2
16-SEP-14	3000	     88
09-OCT-14	1031	      9
04-OCT-14      10040	    252
23-SEP-14      30203	    664
26-SEP-14      30232	      2
09-OCT-14	1007	     10
10-AUG-14      30218	    635
11-AUG-14	1031	     59

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
12-AUG-14      30218	    999
11-AUG-14      30728	    800
13-AUG-14      30203	   1006
15-AUG-14	3000	     75
18-AUG-14	3000	     89
25-AUG-14      30218	   6112
27-AUG-14	1031	     56
31-AUG-14	3000	     86
07-SEP-14	1031	     61
11-SEP-14      30218	   1305
20-AUG-14      30728	    633

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
22-AUG-14      30219	    173
24-AUG-14      30203	      1
24-AUG-14      30219	    179
29-AUG-14      30728	    751
30-AUG-14      30219	    139
01-SEP-14      30728	    674
18-AUG-14      10815	    860
22-AUG-14      10815	    744
30-AUG-14      10815	   1200
08-SEP-14      30203	      1
22-AUG-14	3000	    152

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
01-SEP-14	3000	    151
07-SEP-14	3000	    113
02-SEP-14	1031	     27
18-SEP-14      30218	   1076
25-SEP-14	3000	    156
24-SEP-14      30219	    175
28-SEP-14      30219	    114
27-SEP-14      30219	    161
07-OCT-14      30203	    289
09-OCT-14      30203	    425
07-OCT-14      10040	    718

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
15-SEP-14      30728	    489
16-SEP-14      30728	    496
23-SEP-14      30728	    554
28-SEP-14	1003	     10
29-SEP-14      30232	      1
03-OCT-14      30728	    780
23-SEP-14      10815	   1033
02-OCT-14      10815	   1099
07-OCT-14      10815	   1050
05-OCT-14      10815	   1252
06-OCT-14	3000	    112

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
30-SEP-14	1031	      7
15-SEP-14      30232	      2
15-AUG-14      30203	      2
15-SEP-14      30203	      1
11-SEP-14      30203	      1
24-SEP-14      30203	     32
02-OCT-14      30232	      1
07-OCT-14	1003	      5
23-AUG-14      30203	    447
04-SEP-14      30203	    412
16-SEP-14      30203	      3

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
20-SEP-14      30203	      3
19-SEP-14      30203	      4
11-AUG-14      30219	    238
10-AUG-14      30728	    422
10-AUG-14      10815	    541
14-AUG-14	1031	     35
16-AUG-14	1031	     48
17-AUG-14	1031	     57
18-AUG-14	1031	     46
19-AUG-14      30218	   5634
19-AUG-14      30203	   1696

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
20-AUG-14      30218	   7128
01-SEP-14      30203	      5
04-SEP-14      30218	   4244
06-SEP-14	1031	     49
09-SEP-14      30203	    215
11-SEP-14	1031	     72
17-AUG-14      30232	      1
14-AUG-14      30219	    279
15-AUG-14      30728	    641
18-AUG-14	1003	      4
19-AUG-14      30728	    720

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
27-AUG-14	3000	    123
31-AUG-14      30728	    546
05-SEP-14      30728	    424
08-SEP-14      30728	    607
13-AUG-14      10815	    827
28-AUG-14      10815	    668
31-AUG-14      10815	    451
03-SEP-14      10815	    641
07-SEP-14      10815	    845
09-SEP-14      10815	    919
10-SEP-14      10815	   1021

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
31-AUG-14      30232	      2
22-AUG-14	1003	      3
18-SEP-14	1031	     59
19-SEP-14      30218	    929
20-SEP-14	1031	     61
27-SEP-14      30203	    423
28-SEP-14      30203	    499
06-OCT-14      30203	    340
30-SEP-14      10815	    743
08-OCT-14	1003	      8
24-SEP-14	1003	      4

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
29-SEP-14      30219	    227
05-OCT-14      30219	     82
14-SEP-14      10815	   1194
20-SEP-14      10815	   1289
06-OCT-14      10815	    848
17-SEP-14	3000	    182
28-SEP-14	3000	     46
05-OCT-14      10040	    187
17-AUG-14      30203	      2
09-SEP-14	1003	      2
02-OCT-14	1003	      3

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
13-SEP-14      30232	      1
12-AUG-14	1031	     44
10-AUG-14	3000	     22
15-AUG-14      30218	   1231
21-AUG-14      30218	   7124
23-AUG-14      30218	   8600
22-AUG-14      30218	   6722
25-AUG-14	1031	     49
27-AUG-14      30218	   5637
26-AUG-14	1031	     61
05-SEP-14	1031	     43

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
06-SEP-14	1003	      5
08-SEP-14      30218	  14381
09-SEP-14      30218	  10330
12-SEP-14      30218	   1291
10-SEP-14	3000	     93
02-SEP-14	3000	     29
06-SEP-14	3000	    265
09-SEP-14      30219	    170
11-SEP-14      30219	    201
14-AUG-14      30728	    358
12-AUG-14	1003	      8

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
21-AUG-14	3000	    333
26-AUG-14      30728	    709
05-SEP-14      30219	    146
04-SEP-14      30219	    124
03-SEP-14      30219	    125
20-AUG-14	3000	    233
31-AUG-14      30219	     68
17-AUG-14      10815	    665
21-AUG-14      10815	    731
26-AUG-14      10815	    911
24-AUG-14	3000	     90

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
12-SEP-14      10815	   1148
25-AUG-14	1003	      4
26-SEP-14      30218	   2019
29-SEP-14      30203	    678
30-SEP-14      30203	    615
04-OCT-14      30218	   1777
05-OCT-14      30218	   2839
08-OCT-14      30203	    225
09-OCT-14      30219	     89
09-OCT-14	1003	     59
21-SEP-14	3000	    113

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
22-SEP-14      30728	    625
01-OCT-14      30219	    163
04-OCT-14      30728	    713
07-OCT-14      30219	    124
13-SEP-14      10815	   1175
26-SEP-14      10815	    809
29-SEP-14      10815	    897
03-OCT-14      10815	   1937
25-SEP-14	1031	      3
08-OCT-14	1031	      2
06-OCT-14      10040	    138

TRUNC(SYS   ERROR_ID   COUNT(*)
--------- ---------- ----------
01-OCT-14	1003	     10
14-SEP-14	1003	      7
30-SEP-14	1003	      3

498 rows selected.

Disconnected from Oracle Database 11g Enterprise Edition Release 11.2.0.3.0 - 64bit Production
With the Partitioning, Real Application Clusters, Automatic Storage Management, OLAP,
Data Mining and Real Application Testing options
