Document type - Key	G/L Accounts - Key (Not Compounded)	Amount	Company code - Key	Cal. year / month - Key	Document Date - Key	Document Header Text - Key	Asset - Key	Item - Key
Y4	4080401	-0.4	0296	07/2017	08/01/2017	GLOUTY420170801010202	0296/#	7
Y4	4080401	-0.02	0347	07/2017	08/01/2017	GLOUTY420170801010202	0347/#	17
Y4	4080401	-0.02	0388	07/2017	08/01/2017	GLOUTY420170801010202	0388/#	15
Y4	4080401	-3.28	0424	07/2017	08/01/2017	GLOUTY420170801010202	0424/#	7
Y4	4080401	-0.3	0425	07/2017	08/01/2017	GLOUTY420170801010202	0425/#	7
Y4	4080401	-0.26	0434	07/2017	08/01/2017	GLOUTY420170801010202	0434/#	16
Y4	4080401	-1.68	0444	07/2017	08/01/2017	GLOUTY420170801010202	0444/#	7
Y4	4080401	-0.05	0556	07/2017	08/01/2017	GLOUTY420170801010202	0556/#	7
Y4	4080401	-0.08	0757	07/2017	08/01/2017	GLOUTY420170801010202	0757/#	7
Y4	4080401	-0.25	0764	07/2017	08/01/2017	GLOUTY420170801010202	0764/#	7
Y4	4080401	-0.06	0775	07/2017	08/01/2017	GLOUTY420170801010202	0775/#	6
Y4	4080401	-0.21	0853	07/2017	08/01/2017	GLOUTY420170801010202	0853/#	7
Y4	4080401	-0.02	0855	07/2017	08/01/2017	GLOUTY420170801010202	0855/#	6
Y4	5410101	-6197.73	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	3
Y4	5410101	-91.85	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	6
Y4	5410101	-166.53	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	9
Y4	5410101	-20.34	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	12
Y4	5410101	-22.52	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	15
Y4	5410101	-0.24	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	18
Y4	5410101	-0.03	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	21
Y4	5410101	-13.89	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	24
Y4	5410101	-1	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	31
Y4	5410101	-61.4	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	34
Y4	5410101	-222.43	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	37
Y4	5410101	-2.95	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	42
Y4	5410101	-0.09	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	45
Y4	5410101	-0.99	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	48
Y4	5410101	-15.84	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	51
Y4	5410101	-5.44	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	54
Y4	5410101	-17.8	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	57
Y4	5410101	-0.06	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	60
Y4	5410101	-161.79	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	63
Y4	5410101	-0.38	0222	07/2017	08/01/2017	GLOUTY420170801010202	0222/#	66
Y4	5410101	-6.39	0223	07/2017	08/01/2017	GLOUTY420170801010202	0223/#	3
Y4	5410101	-83.3	0223	07/2017	08/01/2017	GLOUTY420170801010202	0223/#	6
Y4	5410101	-34.44	0223	07/2017	08/01/2017	GLOUTY420170801010202	0223/#	9
Y4	5410101	-14.56	0223	07/2017	08/01/2017	GLOUTY420170801010202	0223/#	12
Y4	5410101	-1.84	0223	07/2017	08/01/2017	GLOUTY420170801010202	0223/#	15
Y4	5410101	-18.12	0223	07/2017	08/01/2017	GLOUTY420170801010202	0223/#	18
Y4	5410101	-0.2	0223	07/2017	08/01/2017	GLOUTY420170801010202	0223/#	21
Y4	5410101	-85.14	0223	07/2017	08/01/2017	GLOUTY420170801010202	0223/#	24
Y4	5410101	-0.05	0223	07/2017	08/01/2017	GLOUTY420170801010202	0223/#	29
Y4	5410101	-1.3	0223	07/2017	08/01/2017	GLOUTY420170801010202	0223/#	32
Y4	5410101	-0.02	0223	07/2017	08/01/2017	GLOUTY420170801010202	0223/#	35
Y4	5410101	-1.15	0223	07/2017	08/01/2017	GLOUTY420170801010202	0223/#	38
Y4	5410101	-11.97	0223	07/2017	08/01/2017	GLOUTY420170801010202	0223/#	41
Y4	5410101	-0.1	0223	07/2017	08/01/2017	GLOUTY420170801010202	0223/#	44
Y4	5410101	-0.29	0276	07/2017	08/01/2017	GLOUTY420170801010202	0276/#	3
Y4	5410101	-4.4	0276	07/2017	08/01/2017	GLOUTY420170801010202	0276/#	6
Y4	5410101	-2.28	0276	07/2017	08/01/2017	GLOUTY420170801010202	0276/#	9
Y4	5410101	-64.69	0276	07/2017	08/01/2017	GLOUTY420170801010202	0276/#	12
Y4	5410101	-30.78	0276	07/2017	08/01/2017	GLOUTY420170801010202	0276/#	15
Y4	5410101	-0.6	0276	07/2017	08/01/2017	GLOUTY420170801010202	0276/#	20
Y4	5410101	-1.4	0276	07/2017	08/01/2017	GLOUTY420170801010202	0276/#	23
Y4	5410101	-0.19	0276	07/2017	08/01/2017	GLOUTY420170801010202	0276/#	26
Y4	5410101	-0.01	0293	07/2017	08/01/2017	GLOUTY420170801010202	0293/#	3
Y4	5410101	-0.8	0293	07/2017	08/01/2017	GLOUTY420170801010202	0293/#	6
Y4	5410101	-0.12	0293	07/2017	08/01/2017	GLOUTY420170801010202	0293/#	9
Y4	5410101	-24.46	0293	07/2017	08/01/2017	GLOUTY420170801010202	0293/#	12
Y4	5410101	-0.06	0293	07/2017	08/01/2017	GLOUTY420170801010202	0293/#	17
Y4	5410101	-14.8	0293	07/2017	08/01/2017	GLOUTY420170801010202	0293/#	20
Y4	5410101	-0.24	0293	07/2017	08/01/2017	GLOUTY420170801010202	0293/#	23
Y4	5410101	-0.05	0293	07/2017	08/01/2017	GLOUTY420170801010202	0293/#	26
Y4	5410101	-0.72	0293	07/2017	08/01/2017	GLOUTY420170801010202	0293/#	29
Y4	5410101	-1583.66	0296	07/2017	08/01/2017	GLOUTY420170801010202	0296/#	3
Y4	5410101	-2.2	0296	07/2017	08/01/2017	GLOUTY420170801010202	0296/#	6
Y4	5410101	-1.85	0296	07/2017	08/01/2017	GLOUTY420170801010202	0296/#	10
Y4	5410101	-0.09	0296	07/2017	08/01/2017	GLOUTY420170801010202	0296/#	13
Y4	5410101	-0.76	0296	07/2017	08/01/2017	GLOUTY420170801010202	0296/#	16
Y4	5410101	-0.09	0296	07/2017	08/01/2017	GLOUTY420170801010202	0296/#	19
Y4	5410101	-208.49	0296	07/2017	08/01/2017	GLOUTY420170801010202	0296/#	22
Y4	5410101	-1.42	0296	07/2017	08/01/2017	GLOUTY420170801010202	0296/#	27
Y4	5410101	-16	0296	07/2017	08/01/2017	GLOUTY420170801010202	0296/#	30
Y4	5410101	-0.31	0296	07/2017	08/01/2017	GLOUTY420170801010202	0296/#	33
Y4	5410101	-1078.48	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	3
Y4	5410101	-9.65	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	6
Y4	5410101	-3.15	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	9
Y4	5410101	-97.29	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	12
Y4	5410101	-0.12	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	15
Y4	5410101	-0.92	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	18
Y4	5410101	-0.4	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	23
Y4	5410101	-1.35	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	26
Y4	5410101	-6.93	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	29
Y4	5410101	-1	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	34
Y4	5410101	-0.03	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	37
Y4	5410101	-0.06	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	40
Y4	5410101	-2.06	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	43
Y4	5410101	-0.08	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	46
Y4	5410101	-1.7	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	49
Y4	5410101	-0.32	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	52
Y4	5410101	-0.24	0300	07/2017	08/01/2017	GLOUTY420170801010202	0300/#	55
Y4	5410101	-807.16	0301	07/2017	08/01/2017	GLOUTY420170801010202	0301/#	3
Y4	5410101	-2.7	0301	07/2017	08/01/2017	GLOUTY420170801010202	0301/#	6
Y4	5410101	-42.19	0301	07/2017	08/01/2017	GLOUTY420170801010202	0301/#	9
Y4	5410101	-0.78	0301	07/2017	08/01/2017	GLOUTY420170801010202	0301/#	14
Y4	5410101	-0.08	0301	07/2017	08/01/2017	GLOUTY420170801010202	0301/#	17
Y4	5410101	-1791.48	0302	07/2017	08/01/2017	GLOUTY420170801010202	0302/#	3
Y4	5410101	-0.55	0302	07/2017	08/01/2017	GLOUTY420170801010202	0302/#	6
Y4	5410101	-1494.07	0302	07/2017	08/01/2017	GLOUTY420170801010202	0302/#	9
Y4	5410101	-0.16	0302	07/2017	08/01/2017	GLOUTY420170801010202	0302/#	12
Y4	5410101	-0.09	0302	07/2017	08/01/2017	GLOUTY420170801010202	0302/#	15
Y4	5410101	-0.5	0302	07/2017	08/01/2017	GLOUTY420170801010202	0302/#	18
Y4	5410101	-50.97	0302	07/2017	08/01/2017	GLOUTY420170801010202	0302/#	21
Y4	5410101	-0.3	0302	07/2017	08/01/2017	GLOUTY420170801010202	0302/#	26
Y4	5410101	-0.18	0302	07/2017	08/01/2017	GLOUTY420170801010202	0302/#	29
Y4	5410101	-0.25	0302	07/2017	08/01/2017	GLOUTY420170801010202	0302/#	32
Y4	5410101	-5.11	0305	07/2017	08/01/2017	GLOUTY420170801010202	0305/#	3
Y4	5410101	-3.35	0305	07/2017	08/01/2017	GLOUTY420170801010202	0305/#	6
Y4	5410101	-1.65	0305	07/2017	08/01/2017	GLOUTY420170801010202	0305/#	9
Y4	5410101	-0.24	0305	07/2017	08/01/2017	GLOUTY420170801010202	0305/#	12
Y4	5410101	-1.15	0305	07/2017	08/01/2017	GLOUTY420170801010202	0305/#	17
Y4	5410101	-0.03	0305	07/2017	08/01/2017	GLOUTY420170801010202	0305/#	22
Y4	5410101	-0.09	0305	07/2017	08/01/2017	GLOUTY420170801010202	0305/#	25
Y4	5410101	-0.04	0305	07/2017	08/01/2017	GLOUTY420170801010202	0305/#	28
Y4	5410101	-1.36	0305	07/2017	08/01/2017	GLOUTY420170801010202	0305/#	31
Y4	5410101	-0.22	0305	07/2017	08/01/2017	GLOUTY420170801010202	0305/#	34
Y4	5410101	-1338.31	0347	07/2017	08/01/2017	GLOUTY420170801010202	0347/#	3
Y4	5410101	-0.05	0347	07/2017	08/01/2017	GLOUTY420170801010202	0347/#	8
Y4	5410101	-0.3	0347	07/2017	08/01/2017	GLOUTY420170801010202	0347/#	11
Y4	5410101	-2.07	0347	07/2017	08/01/2017	GLOUTY420170801010202	0347/#	14
Y4	5410101	-71.67	0347	07/2017	08/01/2017	GLOUTY420170801010202	0347/#	20
Y4	5410101	-0.08	0347	07/2017	08/01/2017	GLOUTY420170801010202	0347/#	23
Y4	5410101	-0.8	0347	07/2017	08/01/2017	GLOUTY420170801010202	0347/#	26
Y4	5410101	-299.88	0347	07/2017	08/01/2017	GLOUTY420170801010202	0347/#	29
Y4	5410101	-2	0347	07/2017	08/01/2017	GLOUTY420170801010202	0347/#	34
Y4	5410101	-0.05	0347	07/2017	08/01/2017	GLOUTY420170801010202	0347/#	37
Y4	5410101	-0.02	0347	07/2017	08/01/2017	GLOUTY420170801010202	0347/#	40
Y4	5410101	-2128.4	0348	07/2017	08/01/2017	GLOUTY420170801010202	0348/#	3
Y4	5410101	-8.35	0348	07/2017	08/01/2017	GLOUTY420170801010202	0348/#	6
Y4	5410101	-0.15	0348	07/2017	08/01/2017	GLOUTY420170801010202	0348/#	9
Y4	5410101	-6.56	0348	07/2017	08/01/2017	GLOUTY420170801010202	0348/#	12
Y4	5410101	-0.12	0348	07/2017	08/01/2017	GLOUTY420170801010202	0348/#	15
Y4	5410101	-0.3	0348	07/2017	08/01/2017	GLOUTY420170801010202	0348/#	18
Y4	5410101	-829.58	0348	07/2017	08/01/2017	GLOUTY420170801010202	0348/#	21
Y4	5410101	-6292.65	0349	07/2017	08/01/2017	GLOUTY420170801010202	0349/#	3
Y4	5410101	-4.1	0349	07/2017	08/01/2017	GLOUTY420170801010202	0349/#	6
Y4	5410101	-66.43	0349	07/2017	08/01/2017	GLOUTY420170801010202	0349/#	9
Y4	5410101	-3.48	0349	07/2017	08/01/2017	GLOUTY420170801010202	0349/#	12
Y4	5410101	-0.48	0349	07/2017	08/01/2017	GLOUTY420170801010202	0349/#	15
Y4	5410101	-0.36	0349	07/2017	08/01/2017	GLOUTY420170801010202	0349/#	18
Y4	5410101	-0.42	0349	07/2017	08/01/2017	GLOUTY420170801010202	0349/#	21
Y4	5410101	-8.8	0349	07/2017	08/01/2017	GLOUTY420170801010202	0349/#	24
Y4	5410101	-1.2	0349	07/2017	08/01/2017	GLOUTY420170801010202	0349/#	27
Y4	5410101	-1306.36	0349	07/2017	08/01/2017	GLOUTY420170801010202	0349/#	32
Y4	5410101	-0.36	0349	07/2017	08/01/2017	GLOUTY420170801010202	0349/#	37
Y4	5410101	-0.48	0349	07/2017	08/01/2017	GLOUTY420170801010202	0349/#	40
Y4	5410101	-1.11	0349	07/2017	08/01/2017	GLOUTY420170801010202	0349/#	43
Y4	5410101	-1.57	0349	07/2017	08/01/2017	GLOUTY420170801010202	0349/#	46
Y4	5410101	-4007.94	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	3
Y4	5410101	-53.07	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	6
Y4	5410101	-2.58	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	9
Y4	5410101	-63.93	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	12
Y4	5410101	-16.68	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	17
Y4	5410101	-0.04	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	20
Y4	5410101	-3.12	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	23
Y4	5410101	-8.1	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	26
Y4	5410101	-1733.2	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	29
Y4	5410101	-4.45	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	34
Y4	5410101	-0.1	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	37
Y4	5410101	-0.84	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	40
Y4	5410101	-7.11	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	43
Y4	5410101	-1.94	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	46
Y4	5410101	-13.76	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	49
Y4	5410101	-3.5	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	52
Y4	5410101	-1.8	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	57
Y4	5410101	-2087.29	0350	07/2017	08/01/2017	GLOUTY420170801010202	0350/#	60
Y4	5410101	-0.07	0355	07/2017	08/01/2017	GLOUTY420170801010202	0355/#	3
Y4	5410101	-0.85	0355	07/2017	08/01/2017	GLOUTY420170801010202	0355/#	8
Y4	5410101	-2.7	0355	07/2017	08/01/2017	GLOUTY420170801010202	0355/#	11
Y4	5410101	-0.12	0355	07/2017	08/01/2017	GLOUTY420170801010202	0355/#	14
Y4	5410101	-0.04	0355	07/2017	08/01/2017	GLOUTY420170801010202	0355/#	17
Y4	5410101	-0.06	0355	07/2017	08/01/2017	GLOUTY420170801010202	0355/#	20
Y4	5410101	-0.6	0355	07/2017	08/01/2017	GLOUTY420170801010202	0355/#	23
Y4	5410101	-40.28	0355	07/2017	08/01/2017	GLOUTY420170801010202	0355/#	26
Y4	5410101	-0.12	0355	07/2017	08/01/2017	GLOUTY420170801010202	0355/#	31
Y4	5410101	-12124.32	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	3
Y4	5410101	-8.9	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	8
Y4	5410101	-16.74	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	11
Y4	5410101	-15.53	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	14
Y4	5410101	-2	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	17
Y4	5410101	-0.08	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	20
Y4	5410101	-2.61	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	23
Y4	5410101	-0.66	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	26
Y4	5410101	-0.4	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	29
Y4	5410101	-0.2	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	34
Y4	5410101	-8	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	37
Y4	5410101	-2.85	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	40
Y4	5410101	-646.85	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	43
Y4	5410101	-0.05	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	48
Y4	5410101	-0.48	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	51
Y4	5410101	-0.45	0367	07/2017	08/01/2017	GLOUTY420170801010202	0367/#	54
Y4	5410101	-0.66	0378	07/2017	08/01/2017	GLOUTY420170801010202	0378/#	3
Y4	5410101	-0.36	0378	07/2017	08/01/2017	GLOUTY420170801010202	0378/#	6
Y4	5410101	-0.08	0378	07/2017	08/01/2017	GLOUTY420170801010202	0378/#	9
Y4	5410101	-96.83	0378	07/2017	08/01/2017	GLOUTY420170801010202	0378/#	16
Y4	5410101	-0.15	0378	07/2017	08/01/2017	GLOUTY420170801010202	0378/#	21
Y4	5410101	-2.28	0378	07/2017	08/01/2017	GLOUTY420170801010202	0378/#	24
Y4	5410101	-11749.44	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	3
Y4	5410101	-10.3	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	6
Y4	5410101	-0.9	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	9
Y4	5410101	-28.38	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	12
Y4	5410101	-141.4	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	15
Y4	5410101	-0.32	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	18
Y4	5410101	-0.16	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	21
Y4	5410101	-0.15	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	24
Y4	5410101	-73.55	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	27
Y4	5410101	-0.05	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	30
Y4	5410101	-14.78	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	33
Y4	5410101	-2.8	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	36
Y4	5410101	-1956.31	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	39
Y4	5410101	-4.1	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	44
Y4	5410101	-0.6	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	47
Y4	5410101	-1.78	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	50
Y4	5410101	-4.72	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	53
Y4	5410101	-3	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	56
Y4	5410101	-6.84	0385	07/2017	08/01/2017	GLOUTY420170801010202	0385/#	59
Y4	5410101	-3740.39	0388	07/2017	08/01/2017	GLOUTY420170801010202	0388/#	3
Y4	5410101	-2.05	0388	07/2017	08/01/2017	GLOUTY420170801010202	0388/#	6
Y4	5410101	-0.12	0388	07/2017	08/01/2017	GLOUTY420170801010202	0388/#	9
Y4	5410101	-2.31	0388	07/2017	08/01/2017	GLOUTY420170801010202	0388/#	12
Y4	5410101	-72.56	0388	07/2017	08/01/2017	GLOUTY420170801010202	0388/#	18
Y4	5410101	-0.45	0388	07/2017	08/01/2017	GLOUTY420170801010202	0388/#	21
Y4	5410101	-3.8	0388	07/2017	08/01/2017	GLOUTY420170801010202	0388/#	24
Y4	5410101	-2.6	0388	07/2017	08/01/2017	GLOUTY420170801010202	0388/#	27
Y4	5410101	-4	0388	07/2017	08/01/2017	GLOUTY420170801010202	0388/#	30
Y4	5410101	-4235.03	0388	07/2017	08/01/2017	GLOUTY420170801010202	0388/#	33
Y4	5410101	-0.16	0388	07/2017	08/01/2017	GLOUTY420170801010202	0388/#	38
Y4	5410101	-0.22	0388	07/2017	08/01/2017	GLOUTY420170801010202	0388/#	41
Y4	5410101	-3591.98	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	3
Y4	5410101	-83.75	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	6
Y4	5410101	-2.19	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	9
Y4	5410101	-4.17	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	12
Y4	5410101	-0.04	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	15
Y4	5410101	-22.32	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	18
Y4	5410101	-0.04	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	21
Y4	5410101	-24.93	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	24
Y4	5410101	-1.02	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	27
Y4	5410101	-8.65	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	30
Y4	5410101	-0.1	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	33
Y4	5410101	-46.11	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	36
Y4	5410101	-16	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	41
Y4	5410101	-0.3	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	44
Y4	5410101	-3.48	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	47
Y4	5410101	-2.36	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	50
Y4	5410101	-0.16	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	53
Y4	5410101	-0.35	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	56
Y4	5410101	-11.71	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	59
Y4	5410101	-1.15	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	62
Y4	5410101	-25.86	0389	07/2017	08/01/2017	GLOUTY420170801010202	0389/#	65
Y4	5410101	-624.12	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	3
Y4	5410101	-12.25	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	6
Y4	5410101	-0.39	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	9
Y4	5410101	-0.51	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	12
Y4	5410101	-0.12	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	15
Y4	5410101	-3	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	18
Y4	5410101	-77.84	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	21
Y4	5410101	-0.9	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	26
Y4	5410101	-2.7	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	29
Y4	5410101	-2.88	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	32
Y4	5410101	-13.98	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	35
Y4	5410101	-0.84	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	38
Y4	5410101	-0.08	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	41
Y4	5410101	-0.6	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	44
Y4	5410101	-0.02	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	47
Y4	5410101	-0.92	0392	07/2017	08/01/2017	GLOUTY420170801010202	0392/#	50
Y4	5410101	-988.92	0393	07/2017	08/01/2017	GLOUTY420170801010202	0393/#	3
Y4	5410101	-0.45	0393	07/2017	08/01/2017	GLOUTY420170801010202	0393/#	6
Y4	5410101	-0.06	0393	07/2017	08/01/2017	GLOUTY420170801010202	0393/#	9
Y4	5410101	-0.03	0393	07/2017	08/01/2017	GLOUTY420170801010202	0393/#	12
Y4	5410101	-0.36	0393	07/2017	08/01/2017	GLOUTY420170801010202	0393/#	15
Y4	5410101	-4.2	0393	07/2017	08/01/2017	GLOUTY420170801010202	0393/#	18
Y4	5410101	-378.75	0393	07/2017	08/01/2017	GLOUTY420170801010202	0393/#	21
Y4	5410101	-0.2	0393	07/2017	08/01/2017	GLOUTY420170801010202	0393/#	26
Y4	5410101	-2.61	0393	07/2017	08/01/2017	GLOUTY420170801010202	0393/#	29
Y4	5410101	-0.81	0393	07/2017	08/01/2017	GLOUTY420170801010202	0393/#	32
Y4	5410101	-0.76	0393	07/2017	08/01/2017	GLOUTY420170801010202	0393/#	35
Y4	5410101	-0.24	0393	07/2017	08/01/2017	GLOUTY420170801010202	0393/#	38
Y4	5410101	-1.85	0393	07/2017	08/01/2017	GLOUTY420170801010202	0393/#	41
Y4	5410101	-1586.35	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	3
Y4	5410101	-18.95	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	6
Y4	5410101	-0.12	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	9
Y4	5410101	-22.86	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	12
Y4	5410101	-1.84	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	15
Y4	5410101	-0.66	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	18
Y4	5410101	-0.15	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	21
Y4	5410101	-15.3	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	24
Y4	5410101	-292.05	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	27
Y4	5410101	-0.25	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	32
Y4	5410101	-1.53	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	35
Y4	5410101	-0.15	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	38
Y4	5410101	-0.02	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	41
Y4	5410101	-0.8	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	44
Y4	5410101	-0.4	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	47
Y4	5410101	-25.31	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	50
Y4	5410101	-0.62	0394	07/2017	08/01/2017	GLOUTY420170801010202	0394/#	53
Y4	5410101	-11289.86	0397	07/2017	08/01/2017	GLOUTY420170801010202	0397/#	3
