302640,Bell Mobility
310012,Verizon Wireless
310050,Alaska Communications
310120,Sprint PCS
310130,Carolina West
310360,Pioneer Cellul
310580,Inland Cellul
310600,Cellcom
311070,element mobil
311100,Nex-Tech Wireless
311220,Uscc
311270,Alltel Communications
311340,Illinois Valley Cellul
311440,Bluegrass Cellul
311590,Golden Stat
311220,USCC
